"DHSID","lat","long","base_WI_no_elec_m","year","survey_year"
"UG200900000062",0.354067,32.638734,2.58533861455211,"2009","2009"
"UG200900000063",0.367154,32.573859,1.19421735046112,"2009","2009"
"UG200900000064",0.307031,32.533901,0.776731158857036,"2009","2009"
"UG200900000065",0.339844,32.560002,0.873648721463571,"2009","2009"
"UG200900000066",0.28588,32.53424,1.78384072272258,"2009","2009"
"UG200900000067",0.323437,32.557957,1.27142013634098,"2009","2009"
"UG200900000068",0.300311,32.546328,0.734771636680074,"2009","2009"
"UG200900000069",0.471314,34.095505,0.20394184114352,"2009","2009"
"UG200900000070",0.340417,33.901232,-1.2083154469891,"2009","2009"
"UG200900000071",1.388179,34.644888,-1.64303385020475,"2009","2009"
"UG200900000072",0.832294,34.356101,-1.41974967968979,"2009","2009"
"UG200900000073",0.865376,34.305119,-1.2482653186701,"2009","2009"
"UG200900000074",1.096461,34.244726,-1.07315406346811,"2009","2009"
"UG200900000075",1.000217,34.219804,-1.40638573412037,"2009","2009"
"UG200900000076",0.992507,34.252527,-1.32600695200309,"2009","2009"
"UG200900000077",1.24783,33.878368,-1.2563885844044,"2009","2009"
"UG200900000078",1.22933,33.660326,-1.18999852147526,"2009","2009"
"UG200900000079",1.131174,33.953252,-0.994320753024176,"2009","2009"
"UG200900000080",1.254377,34.338768,-1.45637594848179,"2009","2009"
"UG200900000081",1.227691,34.327337,-1.47991267843184,"2009","2009"
"UG200900000082",0.837958,33.895318,-1.04049743000347,"2009","2009"
"UG200900000083",0.827944,34.117486,-1.44160203261095,"2009","2009"
"UG200900000084",0.699622,34.037431,-1.49031336765601,"2009","2009"
"UG200900000085",0.723167,34.212486,-1.61997416609191,"2009","2009"
"UG200900000086",2.339399,32.666574,-1.36634694021835,"2009","2009"
"UG200900000087",2.028579,32.7863,-1.13795916283522,"2009","2009"
"UG200900000088",1.918419,32.562169,-1.34005046121539,"2009","2009"
"UG200900000089",2.401339,32.547583,-1.42819212089679,"2009","2009"
"UG200900000090",2.52409,32.692473,-1.48012454081911,"2009","2009"
"UG200900000091",2.833484,32.383187,-1.76687668668229,"2009","2009"
"UG200900000092",2.880505,32.05046,-1.77915620543629,"2009","2009"
"UG200900000093",2.606446,32.383296,-1.85206016290294,"2009","2009"
"UG200900000094",3.399838,33.057622,-1.61638602332584,"2009","2009"
"UG200900000095",3.4747,32.566403,-1.82961754401323,"2009","2009"
"UG200900000096",1.928058,33.210363,-1.20022181307103,"2009","2009"
"UG200900000097",2.522528,32.795164,-1.57911639479893,"2009","2009"
"UG200900000098",1.763458,32.829879,-1.16922240287528,"2009","2009"
"UG200900000099",2.157996,33.272153,-1.45553183087846,"2009","2009"
"UG200900000100",2.977532,32.701259,-1.79772343693775,"2009","2009"
"UG200900000101",2.719008,33.032677,-1.77335457926596,"2009","2009"
"UG200900000102",2.734124,33.336054,-2.01198364056754,"2009","2009"
"UG200900000103",2.196078,32.192713,-1.07688188459865,"2009","2009"
"UG200900000104",1.646795,31.870896,-1.62344521046574,"2009","2009"
"UG200900000105",1.693043,31.707051,0.248566497346826,"2009","2009"
"UG200900000106",0.633047,30.705031,-1.03068740879782,"2009","2009"
"UG200900000107",0.500696,30.975524,-0.847834765143918,"2009","2009"
"UG200900000108",1.030476,30.699071,-1.00294833580769,"2009","2009"
"UG200900000109",0.932448,30.714191,-1.20832173665395,"2009","2009"
"UG200900000110",0.347967,30.117997,-1.53667010535948,"2009","2009"
"UG200900000111",-0.026653,29.853751,-0.832948161921724,"2009","2009"
"UG200900000112",0.207335,30.011601,0.157467987466959,"2009","2009"
"UG200900000113",0.373808,30.635803,-1.11139166540614,"2009","2009"
"UG200900000114",0.511336,30.274426,-0.807323063146208,"2009","2009"
"UG200900000115",0.418231,30.24125,-1.23616173893533,"2009","2009"
"UG200900000116",1.227881,30.738082,-1.78793380920168,"2009","2009"
"UG200900000117",1.6496,31.323194,-1.13387873970996,"2009","2009"
"UG200900000118",0.606265,29.974654,-0.842107822086318,"2009","2009"
"UG200900000119",0.640216,29.968885,-1.29846691183765,"2009","2009"
"UG200900000120",2.032898,33.642996,-1.25796374566033,"2009","2009"
"UG200900000121",1.363682,34.048135,-1.45949029557159,"2009","2009"
"UG200900000122",1.818151,33.208889,-1.43857355446762,"2009","2009"
"UG200900000123",2.097933,33.817427,-1.50812342321426,"2009","2009"
"UG200900000124",1.941297,34.082981,-1.72895863589091,"2009","2009"
"UG200900000125",3.637539,34.13516,-2.09687601104513,"2009","2009"
"UG200900000126",3.623494,34.085995,-1.60564712666462,"2009","2009"
"UG200900000127",3.169524,33.938304,-2.29685901794534,"2009","2009"
"UG200900000128",2.809526,33.73169,-1.80895836670067,"2009","2009"
"UG200900000129",2.428729,34.400914,-1.68913786128283,"2009","2009"
"UG200900000130",1.79068,34.615286,-1.69432764865731,"2009","2009"
"UG200900000131",1.479404,33.971767,-1.54802711657803,"2009","2009"
"UG200900000132",1.53995,34.013848,-1.44312385538068,"2009","2009"
"UG200900000133",1.714051,33.599521,1.68863854426879,"2009","2009"
"UG200900000134",1.561843,33.592812,-1.4769788413161,"2009","2009"
"UG200900000135",1.66601,33.481735,-1.49483965174554,"2009","2009"
"UG200900000136",1.731842,33.619303,-0.5612902589045,"2009","2009"
"UG200900000137",-0.580261,30.335815,0.928511651975453,"2009","2009"
"UG200900000138",-0.547776,30.135403,-0.683186940802309,"2009","2009"
"UG200900000139",-0.594714,29.942941,-0.910741047781162,"2009","2009"
"UG200900000140",-0.564868,30.41091,-0.682625326637305,"2009","2009"
"UG200900000141",-1.332948,29.933193,-1.17981727373697,"2009","2009"
"UG200900000142",-1.187536,30.215306,-0.806236582047077,"2009","2009"
"UG200900000143",-0.906478,29.601784,-1.1191966359308,"2009","2009"
"UG200900000144",-1.192236,29.648065,-1.22000463136508,"2009","2009"
"UG200900000145",-0.594791,30.640382,1.41497680833361,"2009","2009"
"UG200900000146",-0.043629,30.422464,-1.05294614435678,"2009","2009"
"UG200900000147",-1.001065,30.715006,-0.896270873201182,"2009","2009"
"UG200900000148",-0.549894,30.032872,-0.492515570600399,"2009","2009"
"UG200900000149",-0.142355,30.061574,-1.11662829913039,"2009","2009"
"UG200900000150",-0.805945,30.118495,-0.684472362141342,"2009","2009"
"UG200900000151",-0.856216,30.516557,-0.175669338705233,"2009","2009"
"UG200900000152",-0.954742,29.902123,-0.73151165836186,"2009","2009"
"UG200900000153",-0.693922,29.88465,-1.1318770152769,"2009","2009"
"UG200900000154",3.378928,31.791444,-0.643540460671941,"2009","2009"
"UG200900000155",3.344176,31.813554,-1.39904102428615,"2009","2009"
"UG200900000156",3.046414,30.806417,-1.62802112799445,"2009","2009"
"UG200900000157",2.989188,30.920366,-0.935449050552148,"2009","2009"
"UG200900000158",2.555114,31.098934,-1.49397344401754,"2009","2009"
"UG200900000159",3.224225,30.938284,-1.57456692350269,"2009","2009"
"UG200900000160",3.231666,30.887669,-1.64066762344682,"2009","2009"
"UG200900000161",3.182572,31.321859,-1.88046328837834,"2009","2009"
"UG200900000162",2.72753,30.920065,-1.5674110427095,"2009","2009"
"UG200900000163",3.395144,31.52049,-1.62547353449489,"2009","2009"
"UG200900000164",2.45865,31.097397,-0.986278840971216,"2009","2009"
"UG200900000165",2.214567,31.319886,-1.07007632134834,"2009","2009"
"UG200900000166",2.53007,30.950554,-1.96377277632799,"2009","2009"
"UG200900000167",2.298771,31.08544,-1.47275186860356,"2009","2009"
"UG200900000168",3.475522,31.235816,-0.933169456852175,"2009","2009"
"UG200900000169",3.611046,31.2676,-1.65878441275524,"2009","2009"
"UG200900000170",3.553081,31.432873,-1.84052032871887,"2009","2009"
"UG201100000001",0.324718,32.578131,1.5544344751644,"2011","2011"
"UG201100000002",0.355171,32.598544,0.626296120721471,"2011","2011"
"UG201100000004",0.303904,32.566707,0.541481289633512,"2011","2011"
"UG201100000006",0.323517,32.57555,4.35649210197573,"2011","2011"
"UG201100000008",0.365799,32.569438,0.732018879506665,"2011","2011"
"UG201100000009",0.364168,32.563583,0.893256006473566,"2011","2011"
"UG201100000011",0.362198,32.5604,1.86414692782877,"2011","2011"
"UG201100000013",0.381679,32.555084,1.19452803125607,"2011","2011"
"UG201100000014",0.378687,32.562204,1.15538761843939,"2011","2011"
"UG201100000016",0.374638,32.58106,1.16406899884554,"2011","2011"
"UG201100000017",0.343151,32.573037,1.07138444458007,"2011","2011"
"UG201100000018",0.361754,32.573666,1.21174472933118,"2011","2011"
"UG201100000020",0.383193,32.563031,2.3184494917132,"2011","2011"
"UG201100000021",0.391486,32.572141,0.186682356599817,"2011","2011"
"UG201100000022",0.350017,32.585783,0.449612528311628,"2011","2011"
"UG201100000023",0.305408,32.599922,0.360748189335118,"2011","2011"
"UG201100000024",0.299188,32.613534,3.80764958207521,"2011","2011"
"UG201100000025",0.299081,32.593913,2.09033141800565,"2011","2011"
"UG201100000028",0.320455,32.612117,1.05686813154125,"2011","2011"
"UG201100000029",0.324913,32.603977,0.718290318542015,"2011","2011"
"UG201100000031",0.290288,32.63996,2.11541161801792,"2011","2011"
"UG201100000032",0.311553,32.608876,-0.149783048492204,"2011","2011"
"UG201100000035",0.245336,32.637751,1.76314662399666,"2011","2011"
"UG201100000036",0.296695,32.595668,2.16473653736601,"2011","2011"
"UG201100000039",0.291511,32.604701,2.57440459476911,"2011","2011"
"UG201100000041",0.302669,32.602866,1.2251151293557,"2011","2011"
"UG201100000042",0.278124,32.586397,1.77885789213462,"2011","2011"
"UG201100000044",0.353154,32.58368,2.58041172224859,"2011","2011"
"UG201100000046",0.373567,32.616645,1.07777432015469,"2011","2011"
"UG201100000048",0.307213,32.626443,1.14876621465243,"2011","2011"
"UG201100000050",0.333747,32.590617,0.926178507868332,"2011","2011"
"UG201100000052",0.304866,32.632625,1.71522614707595,"2011","2011"
"UG201100000053",0.320293,32.65447,1.79208281977672,"2011","2011"
"UG201100000054",0.304083,32.641462,1.69944237020395,"2011","2011"
"UG201100000055",0.345643,32.604972,4.70741561836884,"2011","2011"
"UG201100000058",0.311809,32.525559,1.5134339759241,"2011","2011"
"UG201100000059",0.292881,32.547523,0.87745342452518,"2011","2011"
"UG201100000060",0.285922,32.553927,1.76672467682304,"2011","2011"
"UG201100000061",0.317991,32.613356,2.01931333641786,"2011","2011"
"UG201100000062",0.342479,32.565237,1.32536779371569,"2011","2011"
"UG201100000063",0.337865,32.496492,1.31603378953254,"2011","2011"
"UG201100000064",0.329236,32.543532,1.34134119633616,"2011","2011"
"UG201100000065",0.324758,32.551441,1.79185755048992,"2011","2011"
"UG201100000066",0.309954,32.546801,2.21612237888436,"2011","2011"
"UG201100000067",0.299065,32.545582,1.10863040939463,"2011","2011"
"UG201100000069",0.286072,32.564358,1.84514826851687,"2011","2011"
"UG201100000070",0.317532,32.550555,-0.196831368035954,"2011","2011"
"UG201100000072",0.304638,32.524993,0.752437081096759,"2011","2011"
"UG201100000073",0.324509,32.533182,1.70139845409342,"2011","2011"
"UG201100000074",0.28883,32.572195,0.974600422676171,"2011","2011"
"UG201100000077",-0.616717,32.338252,-0.761942408014007,"2011","2011"
"UG201100000078",-0.364611,31.318073,-0.0191876235485866,"2011","2011"
"UG201100000079",-0.301662,31.766108,0.370197543565647,"2011","2011"
"UG201100000080",-0.377111,31.332236,0.314672691551092,"2011","2011"
"UG201100000081",-0.149143,31.887567,0.664647819558738,"2011","2011"
"UG201100000084",-0.065719,31.595552,-0.875905181621478,"2011","2011"
"UG201100000086",-0.439917,31.669382,-0.474594107436253,"2011","2011"
"UG201100000088",-0.334138,31.643582,-0.952842609439345,"2011","2011"
"UG201100000090",-0.480598,31.35714,-0.727049112737455,"2011","2011"
"UG201100000092",-0.380237,31.513526,-0.615907751938939,"2011","2011"
"UG201100000095",-0.093981,31.813163,-0.894616512344089,"2011","2011"
"UG201100000098",0.038669,31.704869,-1.3655236968226,"2011","2011"
"UG201100000100",0.187,32.19979,-0.603049533113987,"2011","2011"
"UG201100000101",0.042744,31.867694,-0.874643738614119,"2011","2011"
"UG201100000103",0.188008,31.797959,-0.879348330693982,"2011","2011"
"UG201100000105",-0.067384,32.122295,-0.86469922991527,"2011","2011"
"UG201100000107",0.196479,32.33155,-0.0979580065553284,"2011","2011"
"UG201100000109",0.001891,31.96699,-1.12654335100995,"2011","2011"
"UG201100000110",-0.241844,31.160065,-1.06053972225041,"2011","2011"
"UG201100000111",-0.847507,31.45713,-0.782804515383046,"2011","2011"
"UG201100000112",-0.816082,31.436868,-1.25177578273878,"2011","2011"
"UG201100000115",-0.672724,31.280246,-1.13169526469081,"2011","2011"
"UG201100000118",-0.555452,31.545267,-0.55895543215252,"2011","2011"
"UG201100000120",-0.586264,31.666526,-0.890834695766109,"2011","2011"
"UG201100000122",-0.008755,31.445721,-1.12955765614797,"2011","2011"
"UG201100000123",-0.205651,31.346449,-0.821375356957994,"2011","2011"
"UG201100000126",0.303301,32.492145,2.23009090143103,"2011","2011"
"UG201100000127",0.148568,32.473697,2.70074038273611,"2011","2011"
"UG201100000128",0.067261,32.458626,1.51433605320566,"2011","2011"
"UG201100000129",0.059664,32.461734,1.24635196353717,"2011","2011"
"UG201100000130",0.356375,32.65096,1.25837942598748,"2011","2011"
"UG201100000131",0.391368,32.554487,0.668776417153434,"2011","2011"
"UG201100000132",0.318557,32.576431,1.69463559008709,"2011","2011"
"UG201100000133",0.255598,32.562104,1.2468102600502,"2011","2011"
"UG201100000138",0.244854,32.575221,0.580991189156369,"2011","2011"
"UG201100000141",0.358547,32.639434,0.408105786401375,"2011","2011"
"UG201100000145",0.387252,32.536992,0.728065156813451,"2011","2011"
"UG201100000149",0.267553,32.582811,1.04032165462987,"2011","2011"
"UG201100000150",0.226449,32.557105,1.0543665662829,"2011","2011"
"UG201100000151",0.720866,32.905351,-0.660979498666048,"2011","2011"
"UG201100000152",1.20898,32.82374,-1.27354074526711,"2011","2011"
"UG201100000155",0.745331,32.989808,-0.790446140822103,"2011","2011"
"UG201100000157",0.656998,32.940866,-0.223580900659456,"2011","2011"
"UG201100000158",0.915711,31.749263,0.0794606636376745,"2011","2011"
"UG201100000161",1.191574,31.790788,-0.702436256692911,"2011","2011"
"UG201100000164",1.239933,31.396594,-1.1791411252342,"2011","2011"
"UG201100000165",0.863958,32.492785,0.186986294157512,"2011","2011"
"UG201100000166",0.707318,32.524945,0.292764873340651,"2011","2011"
"UG201100000167",0.700849,32.639623,-0.977758298235202,"2011","2011"
"UG201100000169",0.915204,32.673994,-0.392712431722698,"2011","2011"
"UG201100000172",0.786689,32.570551,-0.505440566765125,"2011","2011"
"UG201100000175",0.409905,32.055834,0.220204947387629,"2011","2011"
"UG201100000176",0.407359,32.187429,-0.782460093258904,"2011","2011"
"UG201100000178",0.435191,32.087098,-0.738409653734688,"2011","2011"
"UG201100000180",0.419909,32.219317,-0.756601415319633,"2011","2011"
"UG201100000182",0.307526,31.984033,-0.722476213371093,"2011","2011"
"UG201100000184",0.569886,31.375182,-0.49103945808319,"2011","2011"
"UG201100000185",0.387282,31.272047,-1.00897176178375,"2011","2011"
"UG201100000187",0.559676,31.439357,-1.3252583426746,"2011","2011"
"UG201100000189",0.367059,31.271198,-0.825418229966315,"2011","2011"
"UG201100000191",0.367841,31.840472,-0.786528084490742,"2011","2011"
"UG201100000193",0.465854,31.662434,-0.77035103412497,"2011","2011"
"UG201100000195",0.431072,32.750749,1.61921136878081,"2011","2011"
"UG201100000196",0.357579,32.743198,1.17039300792085,"2011","2011"
"UG201100000197",0.42663,33.146853,1.00392787308335,"2011","2011"
"UG201100000198",0.355982,32.710056,1.07817237743626,"2011","2011"
"UG201100000200",0.248471,32.913428,-0.586732687190572,"2011","2011"
"UG201100000202",0.424213,33.009498,-0.943183611107335,"2011","2011"
"UG201100000204",0.412782,33.109677,0.412044519590746,"2011","2011"
"UG201100000207",0.142807,33.319904,-1.59961740978212,"2011","2011"
"UG201100000208",0.401919,32.689915,1.17573074227685,"2011","2011"
"UG201100000211",0.374188,32.80887,-0.354604991278323,"2011","2011"
"UG201100000212",0.393434,32.843806,0.450383337403375,"2011","2011"
"UG201100000214",0.648913,32.806294,-0.837116963060523,"2011","2011"
"UG201100000217",0.714486,32.834001,-1.07695408226935,"2011","2011"
"UG201100000221",0.562356,32.300107,-0.548815434131581,"2011","2011"
"UG201100000222",1.318664,32.462869,1.05167444330647,"2011","2011"
"UG201100000223",1.033063,32.539804,-0.950178637189197,"2011","2011"
"UG201100000224",1.538981,32.351908,-1.30922823881089,"2011","2011"
"UG201100000226",0.57399,33.770965,0.183265743993279,"2011","2011"
"UG201100000228",0.456971,33.843369,-1.35209196008682,"2011","2011"
"UG201100000230",0.437531,33.87628,-1.66751347068211,"2011","2011"
"UG201100000232",0.343958,33.874543,-0.70148025483823,"2011","2011"
"UG201100000234",0.562239,33.865912,-1.57767619748448,"2011","2011"
"UG201100000237",-0.114633,33.69437,-1.56307663242092,"2011","2011"
"UG201100000238",0.220286,33.763475,-1.69214125351424,"2011","2011"
"UG201100000239",0.604234,33.472354,0.0946675387129813,"2011","2011"
"UG201100000240",0.779776,33.622051,0.165277327699012,"2011","2011"
"UG201100000242",0.591379,33.558323,-0.764420997111217,"2011","2011"
"UG201100000243",0.488264,33.564024,-0.922108526604108,"2011","2011"
"UG201100000246",0.870756,33.714701,-0.663231970092983,"2011","2011"
"UG201100000250",0.681781,33.603116,-0.717634480809376,"2011","2011"
"UG201100000252",0.713404,33.530474,-1.21020222752247,"2011","2011"
"UG201100000254",0.67762,33.35121,-0.680575959978576,"2011","2011"
"UG201100000256",0.689765,33.272335,-0.812666773388106,"2011","2011"
"UG201100000259",0.630361,33.385146,-0.940985576104092,"2011","2011"
"UG201100000260",0.460316,33.198161,1.07842437995683,"2011","2011"
"UG201100000261",0.437969,33.2257,-0.957150350130789,"2011","2011"
"UG201100000262",0.468878,33.210931,0.139204364112714,"2011","2011"
"UG201100000263",0.457212,33.237719,1.0570358139772,"2011","2011"
"UG201100000266",0.518711,33.197731,-0.179212426777066,"2011","2011"
"UG201100000269",0.62907,33.111307,-0.759927899707384,"2011","2011"
"UG201100000271",0.579556,33.23018,-0.153861395361131,"2011","2011"
"UG201100000274",1.049169,33.216531,-0.925207719899214,"2011","2011"
"UG201100000276",1.298944,33.327392,-1.58012675371653,"2011","2011"
"UG201100000278",1.374958,32.995319,-1.07998924267913,"2011","2011"
"UG201100000280",0.854025,33.253499,-0.605052898722841,"2011","2011"
"UG201100000282",0.87463,33.184703,-0.13246533866605,"2011","2011"
"UG201100000284",0.97447,33.21317,-1.015901692705,"2011","2011"
"UG201100000287",0.964341,33.509117,-1.16934987755838,"2011","2011"
"UG201100000289",1.217782,33.436982,-1.5038270350242,"2011","2011"
"UG201100000291",0.695844,33.098299,-0.88831041336171,"2011","2011"
"UG201100000293",0.771282,33.097753,-0.185239895090621,"2011","2011"
"UG201100000294",0.802777,33.73468,-1.0577833405801,"2011","2011"
"UG201100000295",0.841287,33.692326,0.367071136896566,"2011","2011"
"UG201100000297",0.434793,33.398802,-0.990218472752165,"2011","2011"
"UG201100000299",0.355663,33.503567,-0.932771309776807,"2011","2011"
"UG201100000302",0.354998,34.008079,-0.868495747353179,"2011","2011"
"UG201100000305",0.386814,34.047757,-1.41765871567011,"2011","2011"
"UG201100000306",1.249232,34.774664,-1.58279715431155,"2011","2011"
"UG201100000308",1.334351,34.366929,-1.30177251231447,"2011","2011"
"UG201100000309",1.08188,34.152051,0.354597714967051,"2011","2011"
"UG201100000310",1.077355,34.213475,3.6370467818814,"2011","2011"
"UG201100000312",0.790028,34.361432,-0.74819583351187,"2011","2011"
"UG201100000313",0.91084,34.369182,-0.927935396458762,"2011","2011"
"UG201100000315",0.982888,34.318798,-0.713877445365449,"2011","2011"
"UG201100000317",1.029352,34.220413,-0.741949977139201,"2011","2011"
"UG201100000319",0.980725,34.162559,-1.03766898451482,"2011","2011"
"UG201100000321",1.001119,34.443812,-1.23444030341458,"2011","2011"
"UG201100000323",1.18255,33.686825,-1.06185536777808,"2011","2011"
"UG201100000325",1.141066,33.879648,-0.519268668120137,"2011","2011"
"UG201100000327",1.007753,33.853513,-0.908607039881321,"2011","2011"
"UG201100000328",1.235212,33.585401,-1.34321322599827,"2011","2011"
"UG201100000331",1.06771,34.076859,-1.3425344504417,"2011","2011"
"UG201100000332",1.144695,34.282622,-0.50733752423617,"2011","2011"
"UG201100000333",1.151679,34.369168,-0.80793424219885,"2011","2011"
"UG201100000335",1.138277,34.268296,-0.709702954626335,"2011","2011"
"UG201100000338",0.676497,34.188347,0.160940824992582,"2011","2011"
"UG201100000339",0.709386,33.886174,-1.34929423475029,"2011","2011"
"UG201100000340",0.900754,33.940027,-0.823151742060861,"2011","2011"
"UG201100000342",0.648191,34.234604,-1.29336179231677,"2011","2011"
"UG201100000345",0.629127,33.994059,-1.63439996668744,"2011","2011"
"UG201100000346",0.812973,34.077778,-1.40862614043461,"2011","2011"
"UG201100000348",2.009065,33.84554,-1.54718856216395,"2011","2011"
"UG201100000349",2.13719,33.641947,-1.67014742342102,"2011","2011"
"UG201100000351",1.261163,34.019736,-1.357471710253,"2011","2011"
"UG201100000353",1.251357,34.17136,-1.60162576357196,"2011","2011"
"UG201100000354",1.914751,33.230352,-1.08669689130385,"2011","2011"
"UG201100000356",1.715493,33.340483,-1.69714519643814,"2011","2011"
"UG201100000358",2.004497,33.748627,-1.54812312870036,"2011","2011"
"UG201100000361",2.034626,33.931845,-1.6653396088276,"2011","2011"
"UG201100000362",1.489708,33.942327,-0.482554810738573,"2011","2011"
"UG201100000364",1.277344,33.872068,-1.09528771806296,"2011","2011"
"UG201100000367",1.576364,33.814327,-1.50049167760761,"2011","2011"
"UG201100000369",1.882583,33.193438,-0.821804149145002,"2011","2011"
"UG201100000372",1.445355,33.471721,-1.55627629828778,"2011","2011"
"UG201100000374",1.846912,33.603467,-1.28435134251025,"2011","2011"
"UG201100000376",1.82813,33.495888,-1.61910586785939,"2011","2011"
"UG201100000378",2.161698,32.843172,-1.00231810441045,"2011","2011"
"UG201100000380",2.230225,32.626881,-1.18541299442161,"2011","2011"
"UG201100000382",2.129171,32.786376,-1.16370808370201,"2011","2011"
"UG201100000384",2.089716,32.632011,-1.17961224450198,"2011","2011"
"UG201100000386",1.793301,32.376165,-1.03082659041976,"2011","2011"
"UG201100000387",2.023405,32.493305,-1.31648061660464,"2011","2011"
"UG201100000389",1.8399,32.351018,-1.27129906818027,"2011","2011"
"UG201100000390",2.207274,32.314369,-1.35379932657014,"2011","2011"
"UG201100000392",2.154008,32.517867,-1.36966164220146,"2011","2011"
"UG201100000393",2.313664,32.538077,-1.23249804251651,"2011","2011"
"UG201100000395",2.494387,32.512654,-1.1916138615421,"2011","2011"
"UG201100000397",2.773405,32.266599,-1.23080820478306,"2011","2011"
"UG201100000398",2.768075,32.288053,-1.12402945514115,"2011","2011"
"UG201100000399",2.767147,32.309693,-0.726588371525397,"2011","2011"
"UG201100000403",3.461403,32.052909,-1.57066739873659,"2011","2011"
"UG201100000404",3.074264,32.149082,-1.5982861275516,"2011","2011"
"UG201100000406",3.012798,32.154984,-1.91337850813253,"2011","2011"
"UG201100000408",2.536799,32.37613,-1.59983178352337,"2011","2011"
"UG201100000410",2.703607,32.550714,-2.13448079543434,"2011","2011"
"UG201100000411",3.297082,32.875174,-0.338251382809014,"2011","2011"
"UG201100000412",3.250455,32.856479,-0.276193244244798,"2011","2011"
"UG201100000414",3.174273,33.10992,-1.76829431552928,"2011","2011"
"UG201100000417",3.58296,32.632351,-1.73554898008796,"2011","2011"
"UG201100000419",2.245613,32.891329,-0.0895896657441394,"2011","2011"
"UG201100000420",2.255679,32.900965,0.0864676102943573,"2011","2011"
"UG201100000421",2.248977,32.889514,-0.367789280930833,"2011","2011"
"UG201100000422",2.228482,32.875979,0.538218971561805,"2011","2011"
"UG201100000426",2.271383,32.921807,-1.23391520113328,"2011","2011"
"UG201100000429",2.485268,32.844373,-1.7155797592054,"2011","2011"
"UG201100000431",2.410778,32.974363,-1.37325997971247,"2011","2011"
"UG201100000433",1.723559,32.854697,-1.26934489268104,"2011","2011"
"UG201100000437",2.363743,33.216649,-1.58918547404449,"2011","2011"
"UG201100000440",2.506166,33.277624,-1.91805139704466,"2011","2011"
"UG201100000443",2.985795,32.663376,-2.00743806600059,"2011","2011"
"UG201100000445",2.890781,32.909704,-1.82598228830475,"2011","2011"
"UG201100000446",2.937021,33.021183,-1.99126203180422,"2011","2011"
"UG201100000448",2.833185,33.282552,-2.00441699036374,"2011","2011"
"UG201100000450",3.086489,33.405019,-1.80577940932237,"2011","2011"
"UG201100000452",3.022794,34.116785,-0.656023663455767,"2011","2011"
"UG201100000453",3.719369,34.224891,-1.8322738867776,"2011","2011"
"UG201100000454",3.642466,34.106795,-2.03139448005356,"2011","2011"
"UG201100000455",3.630393,33.91653,-2.14535923030981,"2011","2011"
"UG201100000456",2.9995,34.054474,-2.18748421932094,"2011","2011"
"UG201100000457",3.760143,33.749376,0.258007402335047,"2011","2011"
"UG201100000458",3.596187,34.098312,-2.37285838459433,"2011","2011"
"UG201100000459",3.573968,34.006981,-1.88790559229956,"2011","2011"
"UG201100000461",3.441067,34.084256,-2.13713953179164,"2011","2011"
"UG201100000462",3.371513,34.153579,-1.81528756456628,"2011","2011"
"UG201100000463",3.585911,34.154238,-2.12744288267828,"2011","2011"
"UG201100000464",3.512753,34.084796,-2.48520814800832,"2011","2011"
"UG201100000465",3.044546,34.093808,-2.29011797768,"2011","2011"
"UG201100000466",3.042852,34.12399,-2.25029244698099,"2011","2011"
"UG201100000467",2.917659,34.10302,-2.18304124889373,"2011","2011"
"UG201100000468",2.963157,34.137801,-1.33220378206704,"2011","2011"
"UG201100000469",3.105581,34.059947,-1.98902638716947,"2011","2011"
"UG201100000470",2.620998,33.657362,-1.72521221233944,"2011","2011"
"UG201100000471",2.511105,33.601392,-2.08715754311883,"2011","2011"
"UG201100000472",2.580898,33.862203,-1.78870231672487,"2011","2011"
"UG201100000473",1.985783,34.266687,-2.25924681204577,"2011","2011"
"UG201100000474",2.482738,34.327921,-2.35838228651069,"2011","2011"
"UG201100000475",2.385044,34.565053,-2.26123831559426,"2011","2011"
"UG201100000476",2.366751,34.528628,-1.90412706741715,"2011","2011"
"UG201100000477",2.432525,34.465135,-1.84577185942768,"2011","2011"
"UG201100000478",2.552455,34.717003,-2.62072876988892,"2011","2011"
"UG201100000479",2.72376,34.561401,-2.2910880442132,"2011","2011"
"UG201100000480",2.567598,34.599746,-2.33608836341003,"2011","2011"
"UG201100000481",1.942766,34.935044,-1.09191913341621,"2011","2011"
"UG201100000482",1.846083,34.681239,-1.31735426043738,"2011","2011"
"UG201100000483",1.858768,34.563683,-2.26917587282593,"2011","2011"
"UG201100000484",1.91437,34.464463,-2.11460945221451,"2011","2011"
"UG201100000485",1.863445,34.993543,-2.05584685013707,"2011","2011"
"UG201100000486",1.480831,34.757981,-2.28701200076793,"2011","2011"
"UG201100000488",3.395622,31.800388,-0.880637039583499,"2011","2011"
"UG201100000491",3.421733,31.929428,-1.52652505081717,"2011","2011"
"UG201100000493",3.221716,31.805115,-1.78420352197007,"2011","2011"
"UG201100000494",3.363216,31.881964,-1.26944327935244,"2011","2011"
"UG201100000495",3.025969,30.912527,-0.10598432605564,"2011","2011"
"UG201100000496",3.038158,30.904898,-0.361879167854693,"2011","2011"
"UG201100000497",3.408858,30.958992,-0.645083518425654,"2011","2011"
"UG201100000498",3.033761,30.887579,-1.09035702794564,"2011","2011"
"UG201100000501",3.073661,30.931805,-1.12845160614322,"2011","2011"
"UG201100000503",2.993403,30.916336,-1.36645502094551,"2011","2011"
"UG201100000506",3.480117,31.010671,-1.52606842400027,"2011","2011"
