"V1","V2","V3","V4","V5","V6","V7","V8","V9"
2011,-1.58605196545403,-1.59033837685058,-1.59791215974238,0.00121011797515466,-1.58726208342918,0.00270256680733816,0.0074778093950787,0.000762974985380305
2012,-1.49970308278528,-1.51686321299209,-1.54125223154969,0.00775401580413187,-1.50745709858941,0.011442351758685,0.027704916554042,0.0051703673167964
2013,-1.42793573142373,-1.41391890148645,-1.44572697898025,-0.0024741084855202,-1.42546162293821,-0.00981614902465316,0.0124594175809152,-0.00173264694696965
2014,-1.50659387774379,-1.48371410256218,-1.5010979272431,-0.00783468589879542,-1.498759191845,-0.01518642516713,-0.0036479309931365,-0.00520026399584757
2015,-1.50024382102888,-1.39945385482943,-1.42669757080725,-0.0268110417669959,-1.47343277926189,-0.0671823904799215,-0.0490228649441744,-0.0178711229409422
2016,-1.47187163072902,-1.38583258524899,-1.39434769812783,-0.0359540053561421,-1.43591762537288,-0.0584555362599182,-0.0526703083221932,-0.0244274056279854
