id,year,long,lat,treated_unit,treat_year,treated_id,ras_108,ras_240,ras_372,ras_504,ras_636,meanWI
1430827930,2010,34.0052183,0.597647,1,0,0,-1.600838224,-2.056596484,-1.372073161,-1.382951247,-1.695211279,-1.621534079
1430827930,2011,34.0052183,0.597647,1,1,1,-1.980363913,-2.400942306,-2.044198764,-2.112437861,-2.159863943,-2.139561357
1430827930,2012,34.0052183,0.597647,1,1,1,-1.644664493,-1.719410965,-1.710298508,-0.997174015,-1.407072139,-1.495724024
1430827930,2013,34.0052183,0.597647,1,1,1,-1.332735213,-1.964871599,-0.638515903,-0.571276826,-0.945989699,-1.090677848
1430827930,2014,34.0052183,0.597647,1,1,1,-1.993930127,-2.051019218,-1.312818963,-1.237951078,-1.527378785,-1.624619634
1430827930,2015,34.0052183,0.597647,1,1,1,-1.882531325,-1.836442569,-0.859086576,-0.733389073,-1.453857611,-1.353061431
1430827930,2016,34.0052183,0.597647,1,1,1,-1.09501097,-2.051308396,-1.251931218,-0.99898286,-1.466595655,-1.37276582
1433276557,2006,34.1876454,0.6979298,1,0,0,-0.019553684,-0.134871212,-0.02686762,-0.593109239,-0.490049523,-0.252890256
1433276557,2007,34.1876454,0.6979298,1,0,0,-0.136455199,-0.23450132,-0.156646249,-0.709648577,-0.586138855,-0.36467804
1433276557,2008,34.1876454,0.6979298,1,0,0,-0.249828295,-0.166888774,0.051527487,-0.148562323,-0.35698604,-0.174147589
1433276557,2009,34.1876454,0.6979298,1,0,0,-0.004585863,-0.137930075,-0.066542473,-0.470844931,-0.520483548,-0.240077378
1433276557,2010,34.1876454,0.6979298,1,0,0,0.144295341,-0.046356192,0.042111976,-0.3291623,-0.401577652,-0.118137765
1433276557,2011,34.1876454,0.6979298,1,1,1,0.005729467,-0.097451114,-0.006193854,-0.341375573,-0.315174391,-0.150893093
1433276557,2012,34.1876454,0.6979298,1,1,1,0.024251739,-0.050804044,0.152772902,-0.228482688,-0.277854869,-0.076023392
1433276557,2013,34.1876454,0.6979298,1,1,1,0.246656758,0.058589643,-0.002699034,-0.200462201,-0.608867798,-0.101356526
1433276557,2014,34.1876454,0.6979298,1,1,1,0.373059916,0.321009709,0.291855162,-0.119218764,-0.389380392,0.095465126
1433276557,2015,34.1876454,0.6979298,1,1,1,0.183252315,0.42667863,0.205317696,-0.165479742,-0.361373389,0.057679102
1433276557,2016,34.1876454,0.6979298,1,1,1,0.692546343,0.706009977,0.57896918,0.060463499,0.068241083,0.421246016
1504278933,2006,34.3786884,0.7981064,1,0,0,-1.162714478,-1.112311079,-0.832431887,-0.71308193,-0.948538995,-0.953815674
1504278933,2007,34.3786884,0.7981064,1,0,0,-1.003738617,-0.582024466,-1.101225808,-1.064036387,-1.635517241,-1.077308504
1504278933,2008,34.3786884,0.7981064,1,0,0,-0.94344649,-0.63191441,-1.055280059,-1.085435146,-1.253815799,-0.993978381
1504278933,2009,34.3786884,0.7981064,1,0,0,-0.950662815,-1.035367643,-1.045294906,-0.894268896,-1.240537287,-1.033226309
1504278933,2010,34.3786884,0.7981064,1,0,0,-1.20833806,-0.894565908,-1.220236821,-1.15861928,-1.423760989,-1.181104212
1504278933,2011,34.3786884,0.7981064,1,1,1,-0.452289441,-0.770576002,-1.054184917,-0.731009379,-1.191141223,-0.839840192
1504278933,2012,34.3786884,0.7981064,1,1,1,-0.77380832,-0.523892916,-0.853413294,-0.72320515,-1.116149787,-0.798093893
1504278933,2013,34.3786884,0.7981064,1,1,1,-0.536470088,-0.924464053,-0.572654225,-0.567353319,-0.698220739,-0.659832485
1504278933,2014,34.3786884,0.7981064,1,1,1,-0.550786994,-1.003145541,-0.635875934,-0.541697056,-0.525545523,-0.65141021
1504278933,2015,34.3786884,0.7981064,1,1,1,-0.524696152,-0.859732622,-0.422619804,-0.557415399,-0.477903823,-0.56847356
1504278933,2016,34.3786884,0.7981064,1,1,1,-0.413467343,-1.032186347,-0.309749708,-0.383114442,-0.322936296,-0.492290827
1716386877,2006,34.2545688,0.9998966,1,0,0,-1.382489893,-1.114731675,-0.795515253,-0.803202301,-1.043956864,-1.027979197
1716386877,2007,34.2545688,0.9998966,1,0,0,-1.625266368,-1.250903019,-0.748815507,-1.042923015,-0.825084586,-1.098598499
1716386877,2008,34.2545688,0.9998966,1,0,0,-1.259543281,-1.056044368,-0.56611769,-0.890940385,-0.741929523,-0.902915049
1716386877,2009,34.2545688,0.9998966,1,0,0,-1.026121494,-1.050342433,-0.667651935,-0.671508204,-0.894600412,-0.862044896
1716386877,2010,34.2545688,0.9998966,1,0,0,-1.335572817,-0.950415464,-0.659143687,-0.725370744,-0.7497962,-0.884059782
1716386877,2011,34.2545688,0.9998966,1,1,1,-0.989707427,-1.050205461,-0.803811518,-0.709772678,-0.935988493,-0.897897115
1716386877,2012,34.2545688,0.9998966,1,1,1,-1.077996572,-0.622555296,-0.492619493,-0.510947615,-0.798094471,-0.700442689
1716386877,2013,34.2545688,0.9998966,1,1,1,-0.962373434,-1.01720804,-0.725943168,-0.689962487,-1.269196986,-0.932936823
1716386877,2014,34.2545688,0.9998966,1,1,1,-0.838766872,-0.966267295,-0.734619102,-1.02474453,-1.404256078,-0.993730775
1716386877,2015,34.2545688,0.9998966,1,1,1,-1.040742816,-1.150734382,-0.743409265,-0.7877037,-1.301969105,-1.004911854
1716386877,2016,34.2545688,0.9998966,1,1,1,-0.725188869,-0.884147906,-0.66057771,-0.760155481,-1.179391111,-0.841892215
1716386892,2006,34.2210359,1.0175994,1,0,0,-1.382489893,-1.114731675,-0.795515253,-0.803202301,-1.043956864,-1.027979197
