"row_num","DHSID","lat","long","treated"
"259","UG200600000291","2.014136","32.141379",0
"260","UG200600000292","2.209358","32.296788",0
"261","UG200600000293","0.399781","30.473902",0
"262","UG200600000294","0.251153","30.556963",0
"263","UG200600000295","-0.088497","30.215574",0
"264","UG200600000296","0.58865","31.111928",0
"265","UG200600000297","0.663798","30.899103",0
"267","UG200600000299","0.69829","30.552125",0
"272","UG200600000304","-0.395454","30.242357",0
"279","UG200600000311","-0.668436","30.027884",0
"280","UG200600000312","-0.696777","30.037942",0
"284","UG200600000316","-1.241959","30.097188",0
"285","UG200600000317","-1.422712","29.930803",0
"286","UG200600000318","-1.161701","29.814784",0
"288","UG200600000320","-0.821476","31.141987",0
"289","UG200600000321","-0.907856","31.050974",0
"295","UG200600000327","-0.485684","30.522727",0
"296","UG200600000328","0.160264","30.725121",0
"298","UG200600000330","-0.293047","30.849466",0
"304","UG200600000336","-0.655946","29.802955",0
"307","UG200600000339","2.923089","32.398611",0
"309","UG200600000341","2.643592","32.539044",0
"311","UG200600000343","2.62047","31.943992",0
"314","UG200600000346","2.843016","31.744462",0
"315","UG200600000347","3.028394","32.124607",0
"321","UG200600000353","3.557611","32.968323",0
"327","UG200600000359","2.956943","33.474898",0
"328","UG200600000360","2.642756","33.278196",0
"329","UG200600000361","2.235462","33.02638",0
"330","UG200600000362","2.470803","32.971439",0
"331","UG200600000363","2.247988","33.23267",0
"332","UG200600000364","2.117532","33.349763",0
"333","UG200600000365","2.237835","33.394558",0
"337","UG200900000001","-0.360672","32.423418",0
"338","UG200900000002","-0.055845","31.694363",0
"345","UG200900000009","-0.951462","31.550493",0
"346","UG200900000010","-0.695774","31.707281",0
"350","UG200900000014","0.428997","32.296359",0
"356","UG200900000020","0.823587","31.748897",0
"358","UG200900000022","0.888794","32.587888",0
"361","UG200900000025","0.532252","31.248729",0
"362","UG200900000026","0.609908","31.276643",0
"363","UG200900000027","0.499738","31.62531",0
"365","UG200900000029","0.202641","32.956116",0
"366","UG200900000030","0.173366","33.228825",0
"367","UG200900000031","0.16285","32.845875",0
"368","UG200900000032","0.540319","32.912703",0
"370","UG200900000034","1.58715","32.125129",0
"372","UG200900000036","0.53027","33.694627",0
"380","UG200900000044","0.535653","33.110287",0
"384","UG200900000048","1.145941","33.508288",0
"387","UG200900000051","0.279826","33.455918",0
"407","UG200900000071","1.388179","34.644888",0
"409","UG200900000073","0.865376","34.305119",0
"423","UG200900000087","2.028579","32.7863",0
"424","UG200900000088","1.918419","32.562169",0
"428","UG200900000092","2.880505","32.05046",0
"429","UG200900000093","2.606446","32.383296",0
"430","UG200900000094","3.399838","33.057622",0
"431","UG200900000095","3.4747","32.566403",0
"433","UG200900000097","2.522528","32.795164",0
"434","UG200900000098","1.763458","32.829879",0
"435","UG200900000099","2.157996","33.272153",0
"439","UG200900000103","2.196078","32.192713",0
"440","UG200900000104","1.646795","31.870896",0
"442","UG200900000106","0.633047","30.705031",0
"444","UG200900000108","1.030476","30.699071",0
"446","UG200900000110","0.347967","30.117997",0
"447","UG200900000111","-0.026653","29.853751",0
"448","UG200900000112","0.207335","30.011601",0
"449","UG200900000113","0.373808","30.635803",0
"451","UG200900000115","0.418231","30.24125",0
"452","UG200900000116","1.227881","30.738082",0
"454","UG200900000118","0.606265","29.974654",0
"455","UG200900000119","0.640216","29.968885",0
"459","UG200900000123","2.097933","33.817427",0
"461","UG200900000125","3.637539","34.13516",0
"462","UG200900000126","3.623494","34.085995",0
"463","UG200900000127","3.169524","33.938304",0
"464","UG200900000128","2.809526","33.73169",0
"467","UG200900000131","1.479404","33.971767",0
"470","UG200900000134","1.561843","33.592812",0
"471","UG200900000135","1.66601","33.481735",0
"475","UG200900000139","-0.594714","29.942941",0
"477","UG200900000141","-1.332948","29.933193",0
"479","UG200900000143","-0.906478","29.601784",0
"480","UG200900000144","-1.192236","29.648065",0
"482","UG200900000146","-0.043629","30.422464",0
"484","UG200900000148","-0.549894","30.032872",0
"489","UG200900000153","-0.693922","29.88465",0
"492","UG200900000156","3.046414","30.806417",0
"497","UG200900000161","3.182572","31.321859",0
"498","UG200900000162","2.72753","30.920065",0
"499","UG200900000163","3.395144","31.52049",0
"502","UG200900000166","2.53007","30.950554",0
"503","UG200900000167","2.298771","31.08544",0
"505","UG200900000169","3.611046","31.2676",0
"506","UG200900000170","3.553081","31.432873",0
"557","UG201100000077","-0.616717","32.338252",0
"562","UG201100000084","-0.065719","31.595552",0
"565","UG201100000090","-0.480598","31.35714",0
"567","UG201100000095","-0.093981","31.813163",0
"568","UG201100000098","0.038669","31.704869",0
"570","UG201100000101","0.042744","31.867694",0
"572","UG201100000105","-0.067384","32.122295",0
"574","UG201100000109","0.001891","31.96699",0
"575","UG201100000110","-0.241844","31.160065",0
"576","UG201100000111","-0.847507","31.45713",0
"577","UG201100000112","-0.816082","31.436868",0
"578","UG201100000115","-0.672724","31.280246",0
"579","UG201100000118","-0.555452","31.545267",0
"581","UG201100000122","-0.008755","31.445721",0
"582","UG201100000123","-0.205651","31.346449",0
"597","UG201100000152","1.20898","32.82374",0
"602","UG201100000164","1.239933","31.396594",0
"609","UG201100000176","0.407359","32.187429",0
"616","UG201100000189","0.367059","31.271198",0
"617","UG201100000191","0.367841","31.840472",0
"624","UG201100000202","0.424213","33.009498",0
"626","UG201100000207","0.142807","33.319904",0
"630","UG201100000214","0.648913","32.806294",0
"631","UG201100000217","0.714486","32.834001",0
"634","UG201100000223","1.033063","32.539804",0
"635","UG201100000224","1.538981","32.351908",0
"637","UG201100000228","0.456971","33.843369",0
"638","UG201100000230","0.437531","33.87628",0
"641","UG201100000237","-0.114633","33.69437",0
"648","UG201100000250","0.681781","33.603116",0
"661","UG201100000276","1.298944","33.327392",0
"662","UG201100000278","1.374958","32.995319",0
"665","UG201100000284","0.97447","33.21317",0
"666","UG201100000287","0.964341","33.509117",0
"667","UG201100000289","1.217782","33.436982",0
"670","UG201100000294","0.802777","33.73468",0
"672","UG201100000297","0.434793","33.398802",0
"673","UG201100000299","0.355663","33.503567",0
"676","UG201100000306","1.249232","34.774664",0
"685","UG201100000321","1.001119","34.443812",0
"700","UG201100000348","2.009065","33.84554",0
"701","UG201100000349","2.13719","33.641947",0
"705","UG201100000356","1.715493","33.340483",0
"706","UG201100000358","2.004497","33.748627",0
"707","UG201100000361","2.034626","33.931845",0
"711","UG201100000369","1.882583","33.193438",0
"712","UG201100000372","1.445355","33.471721",0
"713","UG201100000374","1.846912","33.603467",0
"718","UG201100000384","2.089716","32.632011",0
"719","UG201100000386","1.793301","32.376165",0
"720","UG201100000387","2.023405","32.493305",0
"722","UG201100000390","2.207274","32.314369",0
"723","UG201100000392","2.154008","32.517867",0
"724","UG201100000393","2.313664","32.538077",0
"733","UG201100000410","2.703607","32.550714",0
"735","UG201100000412","3.250455","32.856479",0
"736","UG201100000414","3.174273","33.10992",0
"737","UG201100000417","3.58296","32.632351",0
"743","UG201100000429","2.485268","32.844373",0
"744","UG201100000431","2.410778","32.974363",0
"745","UG201100000433","1.723559","32.854697",0
"746","UG201100000437","2.363743","33.216649",0
"747","UG201100000440","2.506166","33.277624",0
"749","UG201100000445","2.890781","32.909704",0
"750","UG201100000446","2.937021","33.021183",0
"751","UG201100000448","2.833185","33.282552",0
"752","UG201100000450","3.086489","33.405019",0
"753","UG201100000452","3.022794","34.116785",0
"754","UG201100000453","3.719369","34.224891",0
"755","UG201100000454","3.642466","34.106795",0
"756","UG201100000455","3.630393","33.91653",0
"757","UG201100000456","2.9995","34.054474",0
"758","UG201100000457","3.760143","33.749376",0
"759","UG201100000458","3.596187","34.098312",0
"760","UG201100000459","3.573968","34.006981",0
"761","UG201100000461","3.441067","34.084256",0
"762","UG201100000462","3.371513","34.153579",0
"763","UG201100000463","3.585911","34.154238",0
"764","UG201100000464","3.512753","34.084796",0
"765","UG201100000465","3.044546","34.093808",0
"766","UG201100000466","3.042852","34.12399",0
"767","UG201100000467","2.917659","34.10302",0
"768","UG201100000468","2.963157","34.137801",0
"769","UG201100000469","3.105581","34.059947",0
"772","UG201100000472","2.580898","33.862203",0
"773","UG201100000473","1.985783","34.266687",0
"774","UG201100000474","2.482738","34.327921",0
"776","UG201100000476","2.366751","34.528628",0
"778","UG201100000478","2.552455","34.717003",0
"779","UG201100000479","2.72376","34.561401",0
"780","UG201100000480","2.567598","34.599746",0
"783","UG201100000483","1.858768","34.563683",0
"784","UG201100000484","1.91437","34.464463",0
"785","UG201100000485","1.863445","34.993543",0
"786","UG201100000486","1.480831","34.757981",0
"788","UG201100000491","3.421733","31.929428",0
"789","UG201100000493","3.221716","31.805115",0
"797","UG201100000506","3.480117","31.010671",0
"798","UG201100000510","3.071358","31.266031",0
"799","UG201100000511","3.287138","30.99033",0
"800","UG201100000513","3.284968","30.894379",0
"801","UG201100000515","3.27448","30.892833",0
"802","UG201100000518","3.058562","31.012297",0
"803","UG201100000520","3.200673","31.248821",0
"804","UG201100000521","3.267437","31.15045",0
"805","UG201100000523","3.070577","31.284616",0
"809","UG201100000532","3.674754","31.832076",0
"814","UG201100000540","2.726462","31.403266",0
"815","UG201100000542","2.378942","30.862382",0
"818","UG201100000549","2.409863","31.076031",0
"819","UG201100000550","2.562377","31.240818",0
"822","UG201100000555","3.499043","31.220702",0
"823","UG201100000558","3.392169","31.404875",0
"824","UG201100000559","3.573933","31.253638",0
"825","UG201100000560","3.346574","31.238263",0
"826","UG201100000561","3.310233","31.410178",0
"827","UG201100000562","3.485215","31.465495",0
"830","UG201100000567","1.489181","30.98502",0
"831","UG201100000570","1.536667","30.994529",0
"832","UG201100000571","1.579751","31.217381",0
"833","UG201100000575","1.206823","31.013881",0
"839","UG201100000585","0.623438","30.121176",0
"841","UG201100000589","0.210348","30.375301",0
"849","UG201100000601","0.30406","30.142057",0
"852","UG201100000607","1.129576","31.193115",0
"853","UG201100000609","1.020295","31.390817",0
"854","UG201100000611","0.992669","31.047971",0
"857","UG201100000617","0.586041","30.942167",0
"858","UG201100000620","0.809149","30.793307",0
"859","UG201100000622","0.596022","30.506152",0
"860","UG201100000624","0.603175","30.799467",0
"862","UG201100000628","1.927154","32.168239",0
"864","UG201100000632","1.69496","31.658522",0
"866","UG201100000636","1.864084","32.104979",0
"868","UG201100000639","-0.417413","30.381632",0
"869","UG201100000641","-0.180641","30.230193",0
"870","UG201100000643","-0.310162","30.047626",0
"871","UG201100000646","-0.547999","30.060209",0
"872","UG201100000647","-0.591034","29.994167",0
"875","UG201100000652","-0.706686","30.1431",0
"877","UG201100000657","-1.279644","30.143088",0
"878","UG201100000658","-1.1306","29.967404",0
"879","UG201100000660","-1.109841","29.820608",0
"881","UG201100000666","-0.710697","29.751515",0
"883","UG201100000668","-1.00016","29.861374",0
"890","UG201100000680","-0.202705","30.380418",0
"891","UG201100000682","0.133683","30.579238",0
"897","UG201100000692","0.133052","30.573348",0
"901","UG201100000702","-0.857743","30.479523",0
"903","UG201100000706","-0.952224","30.107658",0
"928","UG201400000022","0.44958","31.395361",0
"929","UG201400000023","0.565232","31.86278",0
"934","UG201400000028","1.568771","32.360015",0
"935","UG201400000029","-0.547","31.364",0
"949","UG201400000043","-0.054981","31.641778",0
"950","UG201400000044","0.255195","33.351295",0
"957","UG201400000052","0.649802","33.69516",0
"959","UG201400000054","0.569566","33.629756",0
"966","UG201400000061","1.918233","33.911783",0
"968","UG201400000063","1.329562","33.78547",0
"972","UG201400000067","1.177767","33.602229",0
"973","UG201400000068","1.917264","33.613642",0
"974","UG201400000069","1.713122","33.723545",0
"975","UG201400000070","1.961088","33.53558",0
"980","UG201400000075","1.836617","33.158511",0
"981","UG201400000076","1.758707","33.322285",0
"982","UG201400000077","0.4259","33.408317",0
"986","UG201400000081","2.163314","33.527893",0
"987","UG201400000082","2.042106","33.770435",0
"988","UG201400000083","0.953216","33.908635",0
"991","UG201400000086","1.433035","34.157121",0
"992","UG201400000087","1.299587","34.759651",0
"993","UG201400000088","1.352352","34.657996",0
"994","UG201400000089","0.881087","33.975263",0
"995","UG201400000090","1.052828","33.410485",0
"998","UG201400000093","0.954736","33.701648",0
"1003","UG201400000098","1.345253","33.025129",0
"1005","UG201400000100","1.440169","34.694848",0
"1009","UG201400000104","1.494061","33.166529",0
"1010","UG201400000105","1.447213","33.533135",0
"1011","UG201400000106","3.307298","31.861071",0
"1017","UG201400000112","2.975266","31.314199",0
"1018","UG201400000113","3.119373","30.951178",0
"1019","UG201400000114","2.869307","31.063641",0
"1020","UG201400000115","2.937808","32.225259",0
"1022","UG201400000117","2.757626","32.533882",0
"1025","UG201400000120","3.56248","33.470073",0
"1026","UG201400000121","3.037122","34.13835",0
"1027","UG201400000122","2.918681","34.110274",0
"1030","UG201400000125","2.453563","34.602839",0
"1031","UG201400000126","2.585129","34.65789",0
"1032","UG201400000127","3.403049","31.620529",0
"1033","UG201400000128","2.540266","31.425528",0
"1034","UG201400000129","2.509028","31.214055",0
"1035","UG201400000130","1.773631","34.656005",0
"1036","UG201400000131","1.970654","34.550806",0
"1037","UG201400000132","3.026095","32.888816",0
"1038","UG201400000133","3.340086","31.108254",0
"1039","UG201400000134","3.464696","31.167633",0
"1040","UG201400000135","2.827691","33.675724",0
"1041","UG201400000136","1.718618","32.827528",0
"1042","UG201400000137","2.894892","31.976206",0
"1044","UG201400000139","1.96171","33.135299",0
"1045","UG201400000140","1.915","33.114",0
"1046","UG201400000141","3.573723","34.168492",0
"1047","UG201400000142","3.522972","34.121581",0
"1048","UG201400000143","3.634361","34.172785",0
"1049","UG201400000144","3.620881","34.060499",0
"1050","UG201400000145","3.554","34.173735",0
"1051","UG201400000146","3.499064","34.077446",0
"1054","UG201400000149","3.132479","30.845571",0
"1056","UG201400000151","2.355793","32.614283",0
"1061","UG201400000156","2.203578","33.19281",0
"1063","UG201400000158","2.39378","32.798023",0
"1064","UG201400000159","2.33092","32.823069",0
"1065","UG201400000160","3.402393","32.555336",0
"1068","UG201400000163","2.481104","34.446941",0
"1069","UG201400000164","2.607594","32.17562",0
"1071","UG201400000167","2.57449","30.773958",0
"1076","UG201400000172","1.373499","31.147077",0
"1078","UG201400000174","-1.388299","29.903499",0
"1079","UG201400000175","-1.220011","30.1509",0
"1080","UG201400000176","-1.187041","30.126409",0
"1083","UG201400000179","0.075378","29.74191",0
"1087","UG201400000183","0.973775","31.18328",0
"1089","UG201400000185","1.10024","30.830771",0
"1090","UG201400000186","-1.316038","29.6311",0
"1095","UG201400000191","-1.122705","30.225821",0
"1097","UG201400000193","0.40491","30.44082",0
"1099","UG201400000195","0.22155","30.598969",0
"1101","UG201400000197","-0.999016","29.852365",0
"1102","UG201400000198","0.752873","30.673751",0
"1105","UG201400000201","0.096254","30.548725",0
"1106","UG201400000202","-0.711426","30.653736",0
"1107","UG201400000203","0.138585","30.672851",0
"1108","UG201400000204","-0.137696","31.074835",0
"1110","UG201400000206","-0.663968","30.025507",0
"1111","UG201400000207","1.04149","30.31817",0
"1163","UG201600000049","-0.194976469","31.81230803",0
"1166","UG201600000052","-0.04388572","31.58577767",0
"1167","UG201600000053","0.103649319","31.50511064",0
"1168","UG201600000054","-0.296553867","31.39343666",0
"1169","UG201600000055","-0.110797566","31.43195593",0
"1175","UG201600000061","-0.60595967","31.35205204",0
"1176","UG201600000062","-0.759788942","31.21766499",0
"1179","UG201600000065","0.221878137","31.77036803",0
"1183","UG201600000070","0.315229758","32.29669296",0
"1215","UG201600000103","1.507980182","32.51046245",0
"1217","UG201600000105","1.300652244","31.8994815",0
"1218","UG201600000106","1.012710646","31.58465627",0
"1219","UG201600000108","0.641479026","32.02416854",0
"1220","UG201600000109","0.788869857","31.8995899",0
"1221","UG201600000110","0.59864107","31.53047547",0
"1222","UG201600000111","0.635475126","31.55708613",0
"1225","UG201600000114","0.562322843","31.69761576",0
"1226","UG201600000115","0.642594429","31.80064162",0
"1228","UG201600000117","0.332237498","31.934303",0
"1229","UG201600000118","0.538248498","31.91876108",0
"1230","UG201600000119","0.574232406","32.11049397",0
"1233","UG201600000122","0.944791759","32.52347253",0
"1236","UG201600000125","0.875607281","32.89343569",0
"1237","UG201600000126","0.755486582","33.00640543",0
"1242","UG201600000131","0.619267863","32.88433515",0
"1244","UG201600000133","0.671262908","32.76222318",0
"1257","UG201600000146","0.364068794","33.19674806",0
"1259","UG201600000148","0.421978327","33.89337187",0
"1264","UG201600000153","0.527984122","33.65084726",0
"1265","UG201600000154","0.490952468","33.76258971",0
"1266","UG201600000155","0.672283223","33.62968989",0
"1274","UG201600000163","0.66221244","33.24017274",0
"1277","UG201600000166","1.051142479","33.07065562",0
"1282","UG201600000171","1.033247521","33.30560133",0
"1283","UG201600000172","1.156886804","33.31909485",0
"1285","UG201600000174","1.09390754","33.50333981",0
"1286","UG201600000175","1.142753148","33.40499823",0
"1287","UG201600000176","0.777082071","33.79567617",0
"1288","UG201600000177","0.883187215","33.74176151",0
"1303","UG201600000192","0.824837773","34.12730438",0
"1312","UG201600000201","0.813735698","34.05134388",0
"1315","UG201600000204","0.92969728","34.01238778",0
"1319","UG201600000209","0.980852802","33.73837271",0
"1321","UG201600000211","1.186051715","33.78310266",0
"1327","UG201600000217","1.087803049","33.91992707",0
"1347","UG201600000237","0.870548114","34.29652283",0
"1354","UG201600000244","1.058310849","34.41970824",0
"1355","UG201600000245","1.084312102","34.41196878",0
"1361","UG201600000251","1.123767284","34.35758745",0
"1362","UG201600000252","1.235235629","34.40506803",0
"1366","UG201600000258","1.434779181","34.66482409",0
"1367","UG201600000259","1.396399056","34.72370958",0
"1373","UG201600000265","1.264300952","34.23752009",0
"1380","UG201600000272","1.326709387","33.99642452",0
"1382","UG201600000274","1.433681823","33.89570077",0
"1387","UG201600000279","1.547496726","33.16383495",0
"1389","UG201600000281","1.600584613","33.51414083",0
"1391","UG201600000283","1.54176415","33.60848176",0
"1392","UG201600000284","1.942654561","33.50340366",0
"1393","UG201600000285","1.729935012","33.52670335",0
"1394","UG201600000286","1.805022176","33.57333379",0
"1398","UG201600000290","1.736969974","33.23252487",0
"1399","UG201600000291","1.607530922","33.07422599",0
"1400","UG201600000292","1.947132831","33.34982497",0
"1402","UG201600000294","1.957590594","33.85792755",0
"1404","UG201600000296","2.114421646","33.49146755",0
"1405","UG201600000297","1.823115789","33.83981404",0
"1406","UG201600000298","2.112653996","33.74819229",0
"1407","UG201600000299","2.15380637","33.60095097",0
"1408","UG201600000300","1.750294627","34.11382238",0
"1409","UG201600000301","1.942987486","33.94427134",0
"1410","UG201600000302","2.144752786","33.91770341",0
"1415","UG201600000307","1.875969715","34.53492553",0
"1420","UG201600000312","1.976119819","34.56599368",0
"1421","UG201600000313","1.91793602","34.97596906",0
"1422","UG201600000314","1.603306558","34.83610534",0
"1423","UG201600000315","2.199218673","34.94699986",0
"1424","UG201600000316","1.99728144","34.35553478",0
"1425","UG201600000317","2.233187691","34.19961961",0
"1427","UG201600000319","2.478105687","34.44416442",0
"1428","UG201600000320","2.499768296","34.34660097",0
"1429","UG201600000321","2.572625337","34.84801201",0
"1430","UG201600000322","2.581093026","34.54324055",0
"1431","UG201600000323","2.607566919","34.59456225",0
"1432","UG201600000324","2.477738737","34.86617201",0
"1433","UG201600000325","3.495466539","34.16595977",0
"1434","UG201600000326","3.623073938","34.1745254",0
"1435","UG201600000327","3.613376283","33.94486401",0
"1436","UG201600000328","3.79432045","33.92927042",0
"1437","UG201600000329","3.529102528","34.04791219",0
"1438","UG201600000330","3.432635723","34.17462846",0
"1439","UG201600000331","3.099819461","33.90408164",0
"1440","UG201600000332","2.995252765","34.17538414",0
"1441","UG201600000333","3.077602988","34.03591416",0
"1442","UG201600000334","2.749384246","33.6801917",0
"1443","UG201600000335","2.599345393","33.61118378",0
"1444","UG201600000336","2.56596084","33.76475065",0
"1445","UG201600000337","1.803299245","34.69984729",0
"1447","UG201600000339","3.051341029","34.1525153",0
"1448","UG201600000340","2.768317309","34.18095803",0
"1449","UG201600000341","2.564765062","33.22851372",0
"1450","UG201600000342","2.393203829","33.63409402",0
"1451","UG201600000343","2.379645844","33.26230826",0
"1452","UG201600000344","2.403278003","33.11024053",0
"1453","UG201600000345","2.369182536","33.23493179",0
"1454","UG201600000346","2.422897379","33.01579305",0
"1455","UG201600000347","2.219960165","33.30804689",0
"1456","UG201600000348","2.237256219","32.95842655",0
"1457","UG201600000349","2.139746801","33.09116784",0
"1458","UG201600000350","2.038547451","33.00881193",0
"1459","UG201600000351","2.554785705","32.83255838",0
"1460","UG201600000352","2.285943264","32.99071982",0
"1464","UG201600000356","2.114804487","32.88350854",0
"1466","UG201600000358","2.211652787","32.71091316",0
"1467","UG201600000359","2.342886142","32.89554646",0
"1468","UG201600000360","2.26608601","32.43994537",0
"1471","UG201600000363","2.247313109","32.29688078",0
"1474","UG201600000366","2.583616548","32.48528608",0
"1477","UG201600000369","1.836078352","32.56865317",0
"1478","UG201600000370","1.878837547","32.75008389",0
"1479","UG201600000371","1.773437991","32.46864225",0
"1480","UG201600000372","1.945859534","32.49101627",0
"1481","UG201600000373","2.09545372","32.53694156",0
"1484","UG201600000376","2.076122325","33.17277025",0
"1485","UG201600000377","2.077281372","33.23543256",0
"1486","UG201600000378","1.742970221","32.87954141",0
"1487","UG201600000379","1.640902449","32.71883742",0
"1491","UG201600000383","2.251933969","32.70387069",0
"1493","UG201600000385","2.635552111","33.45154747",0
"1494","UG201600000386","2.681019188","33.37688136",0
"1495","UG201600000387","2.849826903","33.23158866",0
"1496","UG201600000388","3.203749918","33.45832986",0
"1497","UG201600000389","2.947670485","33.34109172",0
"1498","UG201600000390","3.106944097","33.19674137",0
"1500","UG201600000392","3.370527086","33.24108635",0
"1501","UG201600000393","3.403227411","33.42138625",0
"1502","UG201600000394","3.343366638","32.49487643",0
"1503","UG201600000395","3.694946944","32.81051214",0
"1504","UG201600000396","3.3812629","32.52951091",0
"1505","UG201600000397","3.158460076","32.84962952",0
"1506","UG201600000398","2.700168247","32.86915393",0
"1508","UG201600000400","3.01994759","32.97583297",0
"1509","UG201600000401","2.940536548","31.77677313",0
"1510","UG201600000402","2.876856804","31.94587543",0
"1511","UG201600000403","3.192974054","32.1173735",0
"1512","UG201600000404","2.799608454","32.05993006",0
"1514","UG201600000407","2.824242567","32.23600926",0
"1515","UG201600000408","3.126967799","32.27942654",0
"1518","UG201600000411","2.649539691","32.43098266",0
"1519","UG201600000412","2.800634176","32.50980801",0
"1520","UG201600000413","2.712136215","32.75140409",0
"1521","UG201600000414","2.671638587","31.92589906",0
"1522","UG201600000415","2.49145016","31.90498641",0
"1523","UG201600000416","2.547461556","32.17684917",0
"1526","UG201600000419","3.275911467","32.80083708",0
"1532","UG201600000425","3.332220216","31.74382322",0
"1533","UG201600000426","3.432344405","31.96139505",0
"1535","UG201600000428","3.207527637","31.54338511",0
"1536","UG201600000429","3.59221428","31.57131267",0
"1537","UG201600000430","3.701117283","31.69971897",0
"1538","UG201600000431","3.26817858","31.3934134",0
"1539","UG201600000432","3.609832212","31.11194627",0
"1540","UG201600000433","3.682283796","31.4199029",0
"1541","UG201600000434","3.398674876","31.14167967",0
"1542","UG201600000435","3.40329444","31.29717993",0
