"lat","long","change"
2.173193,31.395441,-0.613781557
2.1781316,31.3833869,-0.613781557
2.9063262,32.2036856,-0.608617703
-0.3782482,31.8261661,-0.607081291
-0.383333,31.8,-0.607081291
-0.372778,31.793056,-0.607081291
-0.3797834,31.8103485,-0.607081291
-0.4130281,31.7926401,-0.607081291
1.83862,32.388838,-0.605324588
2.826162,31.327855,-0.603829274
2.79846,31.300723,-0.603829274
2.786548,31.328903,-0.603829274
2.795813,31.33505,-0.603829274
2.801438,31.332377,-0.603829274
0.366667,30.066667,-0.603724309
3.2583333,33.1644444,-0.602921064
3.2583889,33.1540556,-0.602921064
3.2494722,33.1476111,-0.602921064
3.3266989,33.0574017,-0.602317481
-0.2491503,32.067389,-0.601059048
-0.275189,32.02855,-0.601059048
2.894996,32.156684,-0.59918802
2.869736,32.166799,-0.59918802
0.716667,31.75,-0.596415654
-0.0806796,29.9282008,-0.596228689
2.404444,32.808611,-0.596048243
0.0321085,32.4300613,-0.595869908
0.0364505,32.4208246,-0.595869908
0.033442,32.426256,-0.595869908
0.0328566,32.4367287,-0.595869908
2.46239,31.437578,-0.594306162
2.447892,31.45806,-0.594306162
2.428841,31.4532,-0.594306162
3.5265278,33.5834444,-0.59385857
2.283333,33.55,-0.592307033
2.266667,33.533333,-0.592307033
3.2212989,32.8324293,-0.592179758
1.133333,32.2,-0.591775336
1.15,32.25,-0.591775336
1.35,32.366667,-0.589663214
1.3584716,32.3724281,-0.589663214
1.3809705,32.3482427,-0.589663214
0.383333,30.283333,-0.58903582
0.4195269,30.2589689,-0.58903582
3.4937667,33.4779167,-0.588484713
1.416667,33.383333,-0.58716857
1.4,33.4,-0.58716857
1.433333,33.366667,-0.58716857
1.933333,33.616667,-0.586371823
1.9,33.616667,-0.586371823
-0.3053539,32.0386544,-0.586326689
1.933333,33.233333,-0.586193937
1.933333,33.25,-0.586193937
1.883333,33.233333,-0.586193937
1.916667,33.233333,-0.586193937
1.9,33.283333,-0.586193937
1.66031,31.299288,-0.584637855
1.640621,31.309802,-0.584637855
1.636528,31.308345,-0.584637855
1.637147,31.317853,-0.584637855
1.654037,31.322468,-0.584637855
1.676931,31.347603,-0.584637855
1.648693,31.310767,-0.584637855
1.669556,31.293089,-0.584637855
1.667635,31.298236,-0.584637855
3.046874,31.135898,-0.584202439
1.977991,32.397276,-0.582731359
1.966667,33.55,-0.582078256
2.166667,33.95,-0.582042549
0.75,31.816667,-0.58156356
0.733333,31.783333,-0.58156356
0.766667,31.8,-0.58156356
3.3976667,33.3652778,-0.581473403
3.3940833,33.3538889,-0.581473403
1.988554,32.011095,-0.574373905
1.483333,33.383333,-0.574117855
1.466667,33.366667,-0.574117855
1.5,33.35,-0.574117855
1.116667,32.266667,-0.574020396
1.1,32.266667,-0.574020396
3.4551339,32.7848464,-0.572284308
0.316667,31.483333,-0.571081342
2.577329,31.427242,-0.570658107
2.558548,31.423835,-0.570658107
2.552725,31.452457,-0.570658107
2.558285,31.416715,-0.570658107
2.8472197,33.6889384,-0.56838971
1.86852,32.455221,-0.566341973
3.3016667,33.1631167,-0.564275587
2.033333,33.933333,-0.564196248
3.055329,31.442704,-0.563991727
3.081948,31.446862,-0.563991727
3.034314,31.410608,-0.563991727
3.049603,31.420952,-0.563991727
3.051915,31.429267,-0.563991727
-0.233333,31.25,-0.56381741
1.9,32.533333,-0.563785752
1.616667,33.05,-0.563530387
1.633333,33.066667,-0.563530387
1.51198,32.303039,-0.562422535
1.492587,32.295748,-0.562422535
1.46,32.264722,-0.562422535
-0.9943047,30.8097677,-0.561719008
2.7431724,33.4828909,-0.561342455
2.452778,33.199444,-0.558517311
3.630125,31.735043,-0.557453944
3.620596,31.717605,-0.557453944
1.604567,32.066885,-0.556759882
1.595749,32.054687,-0.556759882
1.576138,32.033454,-0.556759882
1.633983,32.018617,-0.556759882
1.383333,30.85,-0.554353393
2.255722,31.230391,-0.552488254
2.256193,31.244269,-0.552488254
2.249685,31.242739,-0.552488254
2.281384,31.235424,-0.552488254
-1.202778,30.124167,-0.550907633
-1.2,30.116667,-0.550907633
-1.166667,30.083333,-0.550907633
-1.183333,30.133333,-0.550907633
2.033333,33.85,-0.549733903
3.142908,31.264202,-0.548229483
3.09759,31.24201,-0.548229483
0.991944,32.314444,-0.547591192
0.998611,32.310278,-0.547591192
2.583333,33.783333,-0.547484597
-0.5874093,31.1311757,-0.546137432
-0.5693129,31.116003,-0.546137432
-0.5783974,31.107358,-0.546137432
1.811762,32.13028,-0.544865653
1.806965,32.099235,-0.544865653
1.787246,32.104677,-0.544865653
1.772445,32.103814,-0.544865653
3.3175556,33.2902778,-0.544318048
-0.216667,31.966667,-0.543600972
-0.233333,31.966667,-0.543600972
-0.2,31.983333,-0.543600972
3.75,33.858333,-0.54306213
2.588611,33.837778,-0.542878815
-0.4978404,31.8393765,-0.541873113
2.3,33.616667,-0.540328526
2.25,33.616667,-0.540328526
2.3,33.65,-0.540328526
2.0928163,34.1955162,-0.539433596
2.083333,34.166667,-0.539433596
1.789426,32.294318,-0.538652339
1.814283,32.31268,-0.538652339
1.683333,33.15,-0.53774051
1.666667,33.133333,-0.53774051
0.0168991,30.0861299,-0.534717845
-0.5484451,31.8141595,-0.53316469
-0.550649,31.7741082,-0.53316469
-0.564084,31.7813053,-0.53316469
-0.6017608,31.7879301,-0.53316469
1.2,32.733333,-0.533099013
1.183333,32.7,-0.533099013
1.166667,32.683333,-0.533099013
1.783333,33.516667,-0.532414819
1.633224,32.279299,-0.530863559
1.602725,32.27844,-0.530863559
1.616125,32.278588,-0.530863559
2.033333,34.133333,-0.530347423
2.033333,34.116667,-0.530347423
3.069723,32.8152633,-0.52934248
3.0850645,32.8464627,-0.52934248
3.064167,32.836944,-0.52934248
3.083333,32.816667,-0.52934248
0.3,30.433333,-0.529203913
1.7,32.75,-0.52913971
1.7,32.783333,-0.52913971
1.716667,32.766667,-0.52913971
-0.75,31.6,-0.52678568
-0.614681,29.728539,-0.526433989
-0.6446446,29.7448975,-0.526433989
-0.65,29.733333,-0.526433989
-0.666667,29.716667,-0.526433989
-0.3642815,31.0403691,-0.524985472
-0.35,31.033333,-0.524985472
3.200467,31.108755,-0.521598318
1.4,33.7,-0.521258102
1.116667,32.95,-0.518660692
1.133333,32.933333,-0.518660692
1.116667,32.983333,-0.518660692
-0.0541218,30.2566934,-0.51848249
2.396182,32.468166,-0.518142801
2.362679,32.456875,-0.518142801
2.9839093,33.4668382,-0.516996342
2.989831,33.4341836,-0.516996342
-0.083333,31.816667,-0.514043303
-0.066667,31.783333,-0.514043303
-0.066667,31.816667,-0.514043303
-0.116667,31.783333,-0.514043303
-0.544482,31.1605808,-0.51399779
3.265136,31.615892,-0.512934711
3.260457,31.632514,-0.512934711
1.85,32.55,-0.512272192
1.866111,32.551111,-0.512272192
2.916667,34.516667,-0.512072664
1.75,33.233333,-0.511923977
1.716667,33.283333,-0.511923977
1.525322,31.974722,-0.51029406
1.5683634,31.957775,-0.51029406
0.0550346,32.5180514,-0.505677438
1.866667,32.75,-0.503141937
1.851944,32.795556,-0.503141937
1.9,33.716667,-0.502172499
2.4608979,31.498716,-0.50075777
2.481807,31.492045,-0.50075777
2.451911,31.52531,-0.50075777
2.475263,31.477623,-0.50075777
2.460124,31.481118,-0.50075777
2.48057,31.5168009,-0.50075777
1.79008,32.049343,-0.500489212
2.316667,33.65,-0.500055644
2.730383,33.0522917,-0.498980239
2.816667,33.983333,-0.497376002
-0.4531978,31.162845,-0.49723511
-0.433333,31.133333,-0.49723511
1.85,33.566667,-0.496482375
1.816667,33.55,-0.496482375
1.866667,33.533333,-0.496482375
0.616667,33.8,-0.495173712
0.65,33.783333,-0.495173712
2.5,33.933333,-0.494671686
2.533333,33.95,-0.494671686
-0.0912583,29.7633607,-0.492520084
2.133333,33.6,-0.490440805
2.15,33.65,-0.490440805
1.583333,33.9,-0.488479254
1.6,33.916667,-0.488479254
0.833333,34.233333,-0.488198802
3.3698889,33.2690833,-0.487850117
3.3726389,33.2498611,-0.487850117
2.382778,33.508611,-0.481723661
2.4,33.5,-0.481723661
1.584843,31.967957,-0.47940041
2.15,33.483333,-0.476711164
1.591389,34.048889,-0.476631307
1.6,34.05,-0.476631307
0.2447987,31.351708,-0.476572551
0.25,31.35,-0.476572551
3.461769,31.558387,-0.474852639
3.48082,31.565116,-0.474852639
3.497207,31.557534,-0.474852639
-0.62616,31.4857203,-0.474550402
-0.6233599,31.5146737,-0.474550402
-0.615556,31.5175,-0.474550402
-0.616667,31.516667,-0.474550402
1.8749889,32.059629,-0.474483606
1.818847,32.034859,-0.474483606
1.866505,32.050059,-0.474483606
1.85883,32.069282,-0.474483606
1.983333,32.633333,-0.473924318
1.966667,32.65,-0.473924318
1.95,32.666667,-0.473924318
1.9975,32.716944,-0.473694227
1.95,32.733333,-0.473694227
2.206667,33.198333,-0.473043126
1.779062,32.375792,-0.47091787
3.265111,31.181758,-0.47038318
2.180316,31.40794,-0.470377613
1.433333,32.433333,-0.469426831
2.116667,33.7,-0.468646897
1.766667,32.816667,-0.467157932
1.8,32.816667,-0.467157932
-0.3201069,32.2924243,-0.466922823
-0.3098002,32.293142,-0.466922823
-0.333333,32.283333,-0.466922823
-0.3276202,32.3099223,-0.466922823
2.316667,33.85,-0.46682748
2.233333,32.533333,-0.465868995
-1.237222,29.631389,-0.465706631
-1.216667,29.633333,-0.465706631
-1.25,29.616667,-0.465706631
1.566667,33,-0.465324988
2.843456,30.991054,-0.464939147
2.824763,30.995351,-0.464939147
1.65,33.433333,-0.464604195
1.683333,33.466667,-0.464604195
1.651667,33.428889,-0.464604195
2.896654,31.137194,-0.462899934
3.471084,31.745768,-0.462612651
3.479407,31.728112,-0.462612651
3.474639,31.743366,-0.462612651
3.487993,31.752053,-0.462612651
-0.25,31.1,-0.460562578
-0.3,31.1,-0.460562578
-0.3,31.05,-0.460562578
3.4,33.466667,-0.458484126
3.4004722,33.43575,-0.458484126
1.833333,33.133333,-0.458053344
1.083333,31.4,-0.457910017
2.49046,31.347942,-0.457395799
2.52674,31.398176,-0.457395799
1.806214,32.414379,-0.457076801
-0.983333,29.983333,-0.455059653
-0.995833,29.962222,-0.455059653
-0.983333,29.966667,-0.455059653
-1,29.966667,-0.455059653
1.916667,32.816667,-0.454923364
1.9,32.833333,-0.454923364
1.729845,32.145096,-0.451622747
1.740734,32.143897,-0.451622747
1.708067,32.1391,-0.451622747
3.591111,33.101944,-0.450347731
1.263889,31.508611,-0.450307209
1.245923,31.5252873,-0.450307209
1.2506641,31.4868346,-0.450307209
-1.116667,30.033333,-0.449925445
-1.133333,30.033333,-0.449925445
1.083333,32.95,-0.449668664
1.033333,32.983333,-0.449668664
1.038333,32.930833,-0.449668664
