"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170"
"1",70155.4515337369,98842.9333822081,120996.616287157,150813.0859437,95323.7671092693,48643.8409804168,97667.8862235503,65729.4844148771,173649.390828774,140804.369921979,142047.56090357,21355.4823412918,9758.49371800791,25659.3204572998,15266.2916360104,9536.88901370807,5328.54224710429,47546.553756829,49662.5732602607,99443.9105186515,19065.7519591735,54843.6735014024,45619.5652915301,57028.1739289353,141254.24088023,139797.312537933,99565.9576467455,54565.1367997629,36378.4566984492,66315.1706599554,27054.5359104678,36470.1155205281,35151.1472422205,140788.253650665,139354.34081842,117915.09207837,119914.150468134,114686.795452183,118043.039002329,98080.2376707953,82668.4892886673,82401.3244702938,66842.2628710791,55752.2277699567,83568.7446844268,115915.755094228,85213.9852395564,129668.24215043,71743.6924695866,87506.5418874077,89604.2371961423,0,0,0,0,0,2798.86007986927,0,0,0,0,0,0,0,0,0,0,0,160854.041053452,138649.455836053,249199.842195058,196685.809942026,192350.951984333,195379.106425121,188586.058376427,191609.134429757,168735.257142553,148418.88266192,168654.801380933,212441.415860767,209954.863225656,148676.777611143,171383.017657007,158917.466974461,178280.139616575,215579.181613095,182379.171783996,168778.397334737,222232.34107163,236133.674973654,270846.122147641,281132.185085603,245804.506352623,336860.095988811,340990.282419584,183152.90438905,236823.356348546,154058.513274712,209354.630374768,286300.95727927,262130.764191915,271951.492096355,203799.733496703,158258.94877283,171822.470107152,202456.142351256,170783.771685803,214488.901639702,209323.595035759,264723.369195954,296498.335163324,276801.269858901,207412.430462623,248209.797840774,251259.6805761,219178.789318939,194249.840924345,282268.512983757,283329.933362503,215137.437683978,191432.646121838,171827.310097386,231756.905153066,236679.712318062,397461.530173576,393771.636850111,341341.841005784,295570.554134355,300269.469998338,269786.014447864,192547.347178331,200410.20570169,183198.051367887,169428.644533526,171361.167198457,186079.554733463,260001.962519841,279489.347975274,301330.517445219,251653.735829619,337839.352511176,302827.69461603,348950.642546069,357600.997434989,229732.490929695,234433.368082366,245396.282476216,290291.366618283,275720.274396388,291999.457181152,255291.525846083,320693.385708333,311146.470010334,341311.495182305,336984.137944456,351589.011102316,339485.071949775,288417.238938257,360831.275129539,364327.989305803,337702.851267128,315297.543464862,351630.002694062,279684.108255473,243524.915277859,295560.932413773,266139.031321238,371217.693960759,383740.5338584,371314.071889332
"2",73955.0603750418,102271.388110109,124874.30118623,154454.706992906,99178.7218303102,51850.5191487487,100307.059520461,69613.8414066899,177690.918739945,144835.360416041,145571.957748095,25332.1389767358,6609.32456953762,26837.084799427,11650.7356503317,6077.94622341119,8694.15147263366,43565.0767871803,46260.3824387759,99720.8711421497,16384.7800866593,51479.0234253323,47671.5088562345,57306.4603376577,143011.580996005,141332.085614642,101241.037968478,51720.8399178631,35445.6133447437,64981.388486366,27103.2471813551,32783.4426469195,34227.8490070295,138416.177986766,137484.927399602,115119.031334279,117360.022434505,111612.29062387,114537.183998528,94982.4388603263,79197.6610292524,79040.0793866166,63162.2019138085,52457.2585744071,79553.5222217292,112033.871062628,81282.1612675969,125750.423337139,67930.9022659738,84697.6965736921,87589.2803839899,0,0,0,0,0,4938.89817366865,0,0,855.503186327138,0,0,0,1355.59614237639,0,2889.87075638146,0,813.289678639226,158315.282886246,136391.699705127,245657.507371427,193605.272485445,189206.375178828,191924.701188525,185229.540828531,188276.228272483,164949.829618667,144530.022847077,165010.876849898,208878.876638215,206410.752341305,145366.368550174,168207.213730282,155916.182929707,175310.679799408,212125.748290342,178771.568354183,165447.955250535,218909.327207299,232661.766353537,267673.821020675,278303.222654788,242653.120541354,333189.607680883,337638.319130788,179193.551305967,233257.7352702,150360.688586496,205407.975684275,282839.808436313,258405.668229933,268064.636141394,200974.805719156,156391.051113516,170232.033487737,204170.152986327,172697.861757977,215454.002130687,210463.170411679,266969.916718787,299181.932033244,279228.939241968,209609.536886077,250210.525258089,253404.128109494,219755.305044738,193394.232486123,284173.85931435,285188.852313228,211085.154473268,187649.41151053,167847.827404608,227703.061294003,232676.420006721,393454.486290636,389771.53660291,337330.46882191,291566.193953707,296245.425920146,265988.520061281,188661.478015141,196513.79771861,179147.405836163,165392.078451044,167306.6207258,182029.492282815,263365.261999112,282757.510449945,304580.881341698,255031.370461886,341546.141123767,306549.213183865,352331.076941508,361159.83787287,233225.524931922,237244.810296849,249192.910854732,293530.379379896,278567.410224094,295465.783223346,258931.069958065,324189.976025032,314457.782174807,338624.319886152,334284.397355256,350015.926649856,337836.724407542,286881.398858689,359026.506866621,362567.863012842,335543.12068382,313827.565677797,349194.540540681,278227.943664841,242000.489094351,294215.027148649,264839.876809323,369016.203513819,381461.89779017,368905.353273775
"3",67632.8397212017,96786.35368993,118572.435052808,148580.59369335,92920.3637505462,46788.2075635562,96197.865205744,63308.0660278356,171063.402077258,138233.035366355,139907.693289943,18751.8075115494,12084.9836663566,25373.7946970094,17760.6099813282,11987.9362863277,3239.88574234686,50078.4680267238,51783.8719272165,99580.5798231993,21123.5917317971,57180.8938062816,44631.3953925608,57212.240700689,140381.62535,139078.733055688,98767.1075704068,56313.5686878699,36947.4014586764,67065.5280945906,27042.1577348088,38796.9548687948,36156.055540977,142542.440923524,140406.426223433,119589.082983431,121429.653679136,116549.850044679,120210.69931501,99967.3972516543,84818.5114837488,84476.2112214918,69147.0214439603,57794.1751497751,86128.6400353967,118490.830282995,87701.2765969804,132142.730188144,74138.6849654344,89203.7711352809,90777.6650344931,0,0,0,0,0,1866.23890986486,0,0,0,1641.00685114344,2154.11042181853,0,0,0,0,0,0,162346.998376089,139957.376363253,251382.451783059,198540.54706889,194253.926393197,197498.933844826,190637.658786054,193643.224649158,171103.138401973,150867.406808108,170915.996875451,214638.796150428,212139.700894235,150700.586955929,173309.911383609,160725.72996722,180062.806046959,217937.737362198,184820.226511464,171072.94681673,224519.342467571,238501.383998446,273047.622346149,283138.034225939,247995.500125801,339330.27963824,343290.109696692,185757.521876705,239240.763001643,156546.396639309,211955.226293968,288661.501685746,264629.498084988,274526.827367147,205806.703960909,159708.60139789,173101.621396464,201598.547867674,169796.379453952,214129.75845046,208851.182449196,263492.343508042,294957.78834115,275443.451939501,206220.398739144,247147.166644331,250099.131941469,219072.631200028,195067.70378156,281270.165623899,282363.128692853,217759.670760095,193797.808622873,174440.047518678,234368.10867476,239228.525690224,400082.355290409,396390.507031284,343963.816223406,298190.706636041,302838.18397912,272160.04064739,194991.546598455,202864.679641844,185801.730890031,172010.665251614,173976.791672417,188682.140648489,257972.777812023,277530.427817511,299383.9253429,249616.45023058,335548.379568703,300525.312186652,346907.424613462,355423.596863762,227609.365077117,232808.455217965,243034.861889173,288352.539568327,274065.288826076,289893.819029788,253054.684470365,318564.357334906,309155.571138521,343231.757203114,338912.157080233,352837.839200124,340781.391166831,289647.515651518,362222.165046136,365690.952026165,339309.743521466,316483.057663006,353400.834190348,280865.776973931,244753.792394428,296673.34273048,267224.013128637,372847.718451868,385416.878722678,373066.599909656
"4",69962.9362104519,98528.1646147815,120690.866330714,150499.244689593,95016.5643824921,48331.954250222,97370.2812255763,65423.8232824779,173366.803551422,140518.330113868,141732.709134297,21128.1759381995,9887.75878321838,25437.4702242302,15445.7529987347,9702.49511415133,5222.38766520624,47841.2427268077,49977.1660315999,99268.3207725523,19142.4529298791,54982.3931236978,45347.4660183115,56855.1830191643,140992.705879525,139547.018729695,99309.6834473304,54871.9586093747,36609.8213008823,66562.7096773066,27229.3890336499,36781.7813280001,35067.8319130687,140817.367467695,139625.270860704,118219.564326851,120211.694695167,114997.552366668,118357.525403914,98391.5558371245,82983.068427603,82715.723586223,67154.4566915255,56066.3859489875,83857.2820713025,116127.562014916,85514.1007280281,129969.870820052,72051.4597130274,87811.6989015431,89882.4307925759,0,0,0,0,0,2850.32622185369,0,0,0,0,214.317591092771,0,0,0,0,0,0,161150.726416438,138936.371124118,249514.183165721,196996.505205616,192662.838806519,195693.711219459,188900.343193642,191923.254474683,169044.625931347,148722.912189782,168967.975845507,212755.620977325,210269.19133341,148990.845928719,171695.41391868,159226.776484092,178588.689471636,215724.429315572,182545.661347974,168908.505592784,222360.957518965,236281.20602281,270956.563229193,281204.787744636,245912.664987837,337035.127181408,341122.002567089,183380.295753928,236983.563106023,154238.598922822,209579.742639361,286446.827054632,262314.438282435,272163.577926735,203872.329838434,158241.645363936,171781.461125203,202196.111189925,170514.576841096,214268.335442574,209093.402639597,264439.228450466,296198.242059078,276510.073135657,207130.566013538,247936.245210447,250979.718388301,218981.283246956,194150.05699675,281999.014567128,283062.565827989,215400.952936529,191742.128035771,172060.727606089,232029.035415404,236971.066455775,397702.725202421,394010.646998726,341584.497823243,295810.964057354,300556.380212428,270094.987880177,192851.200583074,200713.639932011,183473.958667932,169712.193098208,171630.567002503,186355.93902064,259687.494035364,279175.683203597,301017.2048076,251339.171103171,337526.841452904,302515.550284982,348636.039495584,357286.352351216,229417.586593581,234129.574506699,245086.561350873,289978.210952955,275415.423595197,291684.547124846,254977.715976381,320378.488443038,310832.441857297,341369.155194428,337043.093968779,351544.805880375,339447.226634083,288370.33969503,360806.642488493,364299.506192929,337709.828500349,315244.760776089,351662.69415345,279631.703491753,243477.479110409,295498.482608909,266072.912512467,371228.927205655,383758.290024581,371343.955831298
"5",74400.4971235113,99854.2844684524,123164.695591136,152293.59480255,97429.9821357022,49254.8675693079,97280.9015094254,67946.3661892172,176622.179110181,143680.967942822,143255.486863208,25336.5476035528,5229.47985242023,23431.3566330439,11015.1714898691,5202.26904112303,9948.68216917141,45113.3976384754,48841.2747200226,96333.9727965717,14419.2096740984,50325.477687559,44429.1916991126,53915.7233587842,139667.861627222,137949.191354524,97887.1903288834,54724.6655628006,38865.8456624167,68398.0751321899,30376.2935770443,35038.0021448677,31127.8876439175,136185.453617549,140823.240860706,118119.180270815,120480.786889261,114435.727474035,116954.861660274,97791.8761364146,81671.2386427266,81629.3650645526,65369.319898314,55134.8362569293,80898.3400474068,111881.268057844,82956.7946512893,127438.690853564,69909.3260289915,87700.0757805481,90898.3912996327,0,0,0,0,0,7216.62018157777,0,1700.89177475751,1428.86170429997,315.992062731435,229.151711634638,0,22.31308914127,0,2080.64275308874,0,102.630153676598,161436.564324077,139625.436777121,248004.891287392,196407.628244673,191960.419751498,194383.857809828,187792.763586529,190863.547426594,166935.024155261,146289.026441655,167232.753148036,211206.05341796,208762.039633698,147984.383169316,170939.077488413,158780.224493029,178191.412873352,211082.122929301,177988.617755354,164225.029615204,217673.753971066,231646.216050895,266239.578193111,276485.352455939,241193.382137666,332518.776101421,336441.306997214,179290.517082925,232397.043439537,149755.106484194,205456.153561303,281805.923145132,257848.059211021,267909.960437324,199152.896352069,153802.356606789,167479.256739122,200815.92883607,169389.293862974,212026.73141113,207040.053230464,263756.847902862,296158.581309299,276085.410196835,206382.12322038,246921.1735947,250156.086799587,216341.45709864,190301.967538844,280858.861362634,281862.830217237,211806.755019282,189634.54871196,168030.807505849,228599.749148014,234030.401965952,393760.471224892,390040.571974184,337661.058480304,291860.806989981,297476.348003984,267934.03036472,190421.812544603,198241.279823647,180131.113703623,166555.193707788,168156.779756196,183022.760783868,260848.463317771,280146.413903549,301952.176520047,252527.924185191,339463.851495973,304496.064764472,349826.818998577,358862.939217819,230852.757963174,234295.06812464,247281.765756937,290892.907314218,275639.035415043,293057.051325865,256753.076106354,321815.510186534,311886.103946747,336669.022475487,332340.843016444,347258.057715683,335120.618634361,284102.230647556,356402.844788342,359917.276545851,333155.019883851,311013.517008912,347019.047564453,275406.459308949,239214.067429026,291338.352697692,261940.906598053,366658.62361836,379162.364459475,366707.599893092
"6",74098.9876908863,99192.3609416303,122555.569906176,151646.686895417,96818.277417679,48586.8390695052,96613.8935956568,67345.0535402687,176083.321078288,143132.87958164,142598.528864418,24977.8487274473,5462.36332330199,22844.3737768835,11361.4683767316,5533.49538961367,9856.30804783988,45719.1974726128,49511.1823719774,95856.6131661039,14480.3801874003,50530.9933301373,43783.4098547425,53434.6257324737,139048.350475333,137346.569855122,97271.245916681,55390.0291186791,39393.9320263757,68968.3842168108,30795.2490677771,35696.4791058675,30815.0403379025,136135.340744062,141441.749040421,118785.419206503,121138.795985566,115107.031165588,117618.499536094,98463.2809374972,82337.5374162371,82299.0022243428,66023.7965895904,55806.0912894635,81478.4005092319,112257.462046481,83569.4226031002,128050.945104304,70548.3472683988,88366.0012819413,91525.4033811111,0,0,0,0,0,7362.9612802148,0,1770.46956888347,1279.40430757818,900.307568065995,843.883495760877,0,0,0,1667.97125517902,0,0,162094.611924151,140268.786297512,248664.749508749,197079.146724974,192631.998867293,195048.838167305,188461.239447914,191532.692795203,167572.382808923,146908.115796787,167886.087243972,211864.936686829,209422.183036164,148654.334400256,171610.56546494,159451.056150306,178861.942729948,211294.782277307,178252.045894739,164403.519725761,217847.739423384,231863.834150902,266371.422207246,276532.030036078,241320.235118402,332799.618615937,336621.278363091,179703.318673194,232644.311815354,150052.133527266,205860.636601514,282019.011890106,258149.960055689,268280.74613738,199199.753680983,153651.818514453,167278.488401695,200200.432832952,168759.369775929,211477.132093209,206474.197960146,263107.956736004,295491.869349301,275427.882433574,205735.353909903,246286.42943061,249512.902029479,215832.924096172,189981.250008838,280230.653954507,281237.807181796,212308.539459831,190271.673769461,168456.988891676,229124.001187317,234608.438266005,394201.838643218,390476.459552213,338106.469758123,292301.080870307,298040.09141196,268567.622301672,191040.327870907,198856.891847664,180667.233903376,167112.965142964,168676.404477835,183560.058928128,260181.64270541,279476.621013824,301281.903295986,251861.686275202,338821.560943717,303856.038262552,349160.381728456,358206.450059003,230192.494240704,233625.157866922,246653.348246667,290222.418038975,274968.499030341,292394.857263998,256104.393193619,321154.927226075,311217.411307221,336682.583960219,332357.25822406,347053.543437854,334929.262828223,283891.483891492,356239.339459546,359745.704411787,333058.495169899,310791.26668989,346978.034752908,275182.118730681,239001.547165391,291095.482199246,261690.045621341,366570.06169874,379089.15257408,366660.658345991
"7",73818.3800190048,98780.5725250332,122146.460838158,151232.554893427,96408.9819943565,48178.6444224222,96234.0222607144,66937.9063557,175695.731858698,142742.029963186,142185.366785499,24671.6789339693,5722.48251853023,22554.2000075573,11672.4749657079,5841.50684644117,9702.27165992615,46127.684816202,49915.7253010812,95657.148432728,14638.6907573908,50765.2258219733,43434.5719666537,53232.1308892484,138727.244641294,137042.157622371,96953.9160489553,55768.3516219379,39635.9325884974,69246.4753704183,30958.4869844108,36108.6927548569,30736.8805838159,136222.46487316,141763.151657459,119165.178830665,121505.098489646,115500.820854234,118028.814983223,98857.7872746695,82746.1882259758,82703.9958540498,66436.8649875817,56206.9756003075,81880.2975973463,112576.627489754,83979.4133152752,128460.461601341,70961.9273482687,88745.2219829108,91855.6472954575,0,0,0,0,0,7353.21642727357,0,1723.27013157565,1100.53309580079,1198.72320521633,1166.05945159375,0,0,0,1343.13214140886,0,0,162460.805119562,140616.592864918,249076.605858619,197474.664993739,193030.292903138,195458.400988789,188867.828968369,191938.422387518,167985.847998801,147319.168657097,168299.331879339,212277.080240661,209833.946871464,149058.775319031,172009.965605616,159842.475391406,179252.183622292,211530.903992686,178514.944352889,164621.50193664,218063.010787462,232102.525082848,266563.079559152,276675.590642731,241509.462725816,333071.081021195,336839.517843186,180039.124316828,232898.617962949,150332.334440287,206192.567464727,282255.165257552,258432.231086478,268596.78129598,199343.706843997,153676.611185828,167271.25705873,199883.169127771,168427.169677376,211219.089679042,206201.603306946,262754.49276026,295112.428042392,275063.136916428,205384.514198578,245949.247552688,249166.253069508,215609.034741961,189894.103138147,279900.407101591,280910.860122474,212682.390438012,190685.120364418,168798.869086892,229506.506172145,235009.281891794,394550.180310994,390822.379208197,338456.622393186,292649.053727854,298436.443558734,268980.751267313,191451.264416595,199267.275051662,181054.162413982,167507.435808881,169057.240946591,183947.409023815,259772.465290499,279070.433715758,300876.437187385,251452.09266384,338407.497945215,303442.082341239,348750.927023256,357793.204208047,229780.151922453,233238.693358643,246240.586412361,289817.315700838,274580.284791472,291983.183143968,255690.336568099,320742.686337699,310809.887972389,336806.694832657,332483.053268186,347043.21507837,334927.440907323,283877.258947042,356255.264880261,359756.494105423,333116.353629771,310769.497053688,347069.671908739,275159.075564229,238986.315412595,291060.247012116,261649.620331912,366633.662318398,379161.225969438,366749.323845963
"8",75831.9211009481,99208.9502294207,123123.652172578,151865.65195374,97369.3722931021,48475.4166921563,95987.3396784754,67980.179705912,177055.206837538,144063.004329461,142689.459006969,26613.1621729771,3693.91511587802,21521.4060987446,9825.39070162809,4001.07418856602,11928.1479010679,45196.4470656303,49779.6675398837,94094.3742089063,12422.1465564904,48646.7318467641,42860.2555262479,51684.7951708399,137880.329578842,136068.647044062,96078.6532971149,56085.9209394484,41018.0388724171,70421.964636426,32698.1223333643,35716.1280681968,28759.8860509356,133994.070460562,142628.818682936,119450.296114206,121954.681199335,115572.096357619,117689.036238183,98920.4533126968,82478.2933146829,82546.4518548511,65952.3908127391,56158.7205530823,80773.0821880514,110731.455291133,83081.8701339799,127552.001346183,70290.7392100253,89043.2700317394,92658.68966208,0,0,0,0,0,9513.65787952671,2051.55835635616,3922.79622718508,3315.3950195136,2394.83733850301,2193.74134390002,0,1000.55961636356,0,3260.30898168079,0,1467.04396169725,162905.50894709,141256.150693236,248657.41161751,197507.098956111,193007.823825932,195144.660295438,188651.898168548,191746.561609158,167281.084056057,146457.772561224,167783.605362454,211842.902398253,209421.619479286,148903.844623652,171968.712838389,159946.967874332,179376.682328397,209410.702637951,176459.605624747,162466.836853473,215904.027769492,229987.511007796,264370.704727478,274445.927700755,239314.273678122,331039.010448181,334685.02148208,178277.734927141,230820.067108418,148328.60777144,204407.043172748,280134.590556372,256434.774203249,266731.948218521,197114.253588521,151500.019453336,165140.603367609,199001.014819915,167665.172636766,209944.12694332,205012.034851825,262188.369996657,294843.949231169,274616.025075864,204794.576340756,245230.67638459,248534.107745787,214158.21568815,187935.042018252,279121.187414078,280104.201242201,211197.237546194,189976.766676863,167073.607857624,228109.171836018,233870.42402891,392861.965250965,389118.538220361,336780.178997003,290959.517499302,297218.819859587,268236.543088949,190581.438156298,198373.04334137,179710.157780088,166265.709106842,167641.447087855,182608.419009077,260079.190937234,279284.652693483,301070.587920741,251773.845264291,339087.274062464,304147.335288275,349065.05557736,358294.327556717,230224.376990884,233071.648597856,247057.231815523,290002.256917485,274438.386565038,292390.536722329,256296.22712768,321178.310209224,311062.241331278,334572.330896812,330248.868860525,344917.402846868,332787.867737076,281758.126198193,354089.933359488,357598.218120002,330906.011060682,308663.635226104,344839.657189298,273055.59273729,236868.996125166,288980.038889747,259579.975389577,364418.665461833,376940.781425818,364520.57049415
"9",75648.4115003518,99763.1517123411,123494.447477765,152358.623656408,97745.8647386536,49062.7147747273,96709.875291943,68325.5429131827,177266.202209907,144291.013223719,143223.309859738,26484.7160705225,3887.82414236526,22356.9089350698,9871.48591213572,4038.24204451946,11467.2593860449,44797.9943801809,49133.2266644895,94944.2149447538,12871.8915135468,48933.0349330906,43640.616061697,52535.9016576698,138700.854955259,136902.377049146,96902.1739741356,55340.6555196677,40164.771444296,69572.8156540306,31872.3266128561,35137.8937370246,29543.687671911,134571.776072547,141804.441422768,118713.430362272,121187.768872043,114880.434051336,117100.574243563,98229.581359272,81870.1296021277,81908.9685327185,65404.932298556,55492.7848852004,80444.7100317782,110785.667831446,82672.0962850126,127149.538101711,69800.5662369426,88303.4459468269,91840.0462989679,0,0,0,0,0,8850.07748547669,1420.15645064801,3314.00920579516,2892.82822054353,1541.37002458685,1344.67525380239,0,941.277775703342,0,3141.52268981403,0,1263.32915653801,162140.16525816,140459.700160293,248094.122552607,196825.325251709,192338.863849047,194550.745346413,188031.398051298,191119.7828679,166806.369852128,146037.33571171,167248.28169832,211283.669453165,208855.948055545,148267.378106318,171303.929613973,159248.5516266,178674.073029902,209698.306471902,176680.129711004,162796.774234248,216239.894353161,230269.204726836,264757.866514185,274927.225569802,239706.449443259,331238.22686868,335014.691734292,178278.023190792,231063.199196699,148503.070522307,204422.75352792,280422.572623754,256603.98157605,266800.555076281,197594.842697406,152166.951601674,165847.361012026,199826.057246193,168475.796584058,210796.847786782,205861.425845396,262971.334079563,295573.688198592,275379.207984087,205580.937692323,246035.908985073,249327.119717604,215011.93299701,188721.682713816,279934.423059649,280920.807257832,211043.447973757,189503.689681248,167051.743696822,227912.370151987,233558.674448651,392818.846448403,389084.599443316,336730.428949186,290916.940577704,296940.81408401,267776.401805144,190164.829592136,197966.380500772,179487.780975743,165997.049675002,167452.563117922,182383.753886986,260671.329680834,279902.025110214,301693.37561659,252361.733814525,339566.404894445,304617.622285705,349655.618611442,358830.376105248,230776.771479012,233780.017587191,247489.711913881,290627.393333427,275141.60516162,292954.805862969,256798.957238744,321733.869511568,311669.415414141,335088.25674357,330761.871994647,345626.689729262,333487.210868156,282472.109180677,354767.422728148,358282.133719217,331526.883137886,309386.009010009,345409.428599515,273779.523235701,237584.357175269,289717.043701305,260322.528175061,365032.460230269,377540.67611778,365095.447383845
"10",75619.6341922723,101436.978043651,124777.513368302,153900.392846278,99043.6045852206,50813.8855837345,98698.6312768985,69556.3923068843,178183.292293388,145251.491640693,144849.189401519,26658.8195610097,4243.95076339301,24489.5395022169,9775.1672931936,4015.51402069736,10820.5507318428,43503.5133295885,47305.344351211,96990.4596672856,13762.3640780018,49315.1830197321,45717.6356595976,54593.3987669001,140824.594011896,139034.446081755,99028.4061938546,53326.2151747676,38082.4439650581,67449.8851614116,29951.5683836307,33450.9521609121,31340.6462470589,135714.368676424,139679.791488569,116709.701399525,119135.011538688,112956.393607342,115380.741545721,96309.218166059,80109.398349557,80089.8016314803,63774.1704372068,53619.5584637676,79301.8121061161,110553.284344427,81344.5796732283,125826.048947296,68298.7193428371,86294.5392401129,89720.3523278764,0,0,0,0,0,7592.75102141093,381.637873241467,2311.03148640488,2476.30803082938,0,0,0,1546.72934668748,0,3524.12988884195,0,1498.77200441417,160089.255140381,138364.533406866,246420.468070969,194918.4520811,190456.77593621,192815.702564658,186243.091446532,189318.927806474,165323.638157026,144675.289202664,165635.69577407,209619.335863344,207178.35094036,146447.365243687,169429.681971629,157311.990004729,176729.22649582,210046.431404822,176856.913757708,163258.508969789,216714.372750055,230600.392498084,265364.825900438,275791.03727256,240329.492452786,331352.240628231,335467.910085141,177900.939121538,231294.375993752,148562.5249296,204079.216116964,280768.010130028,256643.985879566,266586.811440319,198459.383027609,153565.844424253,167368.372927006,201953.227528491,170590.109804748,212913.527689323,207988.01096888,265051.39745839,297571.326794734,277430.532268354,207665.816421348,248144.191060692,251420.593475973,217092.331326238,190502.351057771,282051.230878033,283040.885879883,210290.840599868,188023.064939413,166620.835905134,227056.947044287,232436.072937558,392326.129725433,388614.323523565,336221.003126032,290428.815977362,295893.473007182,266321.284096441,188808.144002728,196628.107349453,178575.441233707,164977.95791999,166619.627966642,181465.815588915,262413.588740704,281693.748635224,303495.391602444,254095.668789646,341074.274646112,306107.811284156,351393.626747637,360457.427724522,232439.515673394,235741.500404703,248897.008144001,292434.093185842,277093.686869443,294638.772064057,258358.223221799,323401.461789288,313441.163242485,336046.483812035,331712.037019136,347150.975342329,334980.73848111,284012.026352774,356193.674316049,359727.921178481,332784.793382899,310951.906157074,346519.433319494,275350.923896637,239129.545701945,291329.919780685,261951.900571209,366269.130182082,378736.758488846,366221.351657284
