"V1","V2","V3","V4","V5","V6","V7","V8","V9"
2011,-1.68881334544323,-1.68271479303067,-1.6931945982242,-0.0136874118856553,-1.67512593355758,-0.00361114650652443,0.00259427887207697,-0.0081047511393647
2012,-1.63182595349783,-1.6068298203499,-1.61921677558983,-0.0234391414081345,-1.6083868120897,-0.015317891650366,-0.00772703601200802,-0.0143637508386801
2013,-1.50889191397425,-1.50520822790006,-1.52289334845235,-0.0201674668616535,-1.4887244471126,-0.00244131871877278,0.00927928259699772,-0.0133657465288779
2014,-1.57878132709714,-1.57523448259643,-1.58323942229813,-0.0163448213946454,-1.56243650570249,-0.00224657109875389,0.00282375723887721,-0.0103528089128709
2015,-1.50898571213781,-1.49744037606248,-1.50965597226535,-0.0157263296044156,-1.49325938253339,-0.00765105725154554,0.000444179240497688,-0.0104217882766669
2016,-1.43761278963651,-1.49067505824392,-1.4921258866356,-0.00385092596400931,-1.4337618636725,0.0369099864650111,0.0379191792060146,-0.00267869484173347
