"V1","V2","V3","V4","V5","V6","V7","V8","V9"
2011,-1.72568694051483,-1.79017897263411,-1.78773018849092,0.064169401907948,-1.78985634242278,0.037371802848573,0.0359527829292003,0.0371848452934366
2012,-1.67634344822312,-1.7113137235423,-1.70260854357989,0.0501753080776678,-1.72651875630079,0.0208610445289347,0.0156680872195995,0.0299314010687082
2013,-1.54308283466167,-1.60800422937178,-1.59546719487238,0.0558536935822304,-1.5989365282439,0.0420725273146755,0.0339478601109594,0.0361961732238936
2014,-1.66663940616619,-1.68333222749077,-1.67901025710966,0.0459870580773745,-1.71262646424356,0.0100158566171081,0.00742263197287914,0.0275926861606852
2015,-1.54037300438439,-1.60878363434934,-1.59630701623347,0.0509284959590754,-1.59130150034346,0.0444117299967221,0.0363119917642515,0.0330624438458198
2016,-1.51770945541049,-1.61040437331587,-1.61428377689092,0.056674629557893,-1.57438408496838,0.0610755356204263,0.0636316266833206,0.0373422128694352
